tau,avg_pinball_loss
0.05,0.01415665487901662
0.1,0.022893902968302966
0.25,0.04195201117827727
0.5,0.06527034911690838
0.75,0.06892256179241985
0.9,0.06703009093388208
0.95,0.051978001767378185
