token,fold,tau,coverage,width,pinball
GOAT,3,80PI,0.43333333333333335,0.05043539139962503,
GOAT,3,0.1,,,0.0066597006705732984
GOAT,3,0.5,,,0.020685084235433405
GOAT,3,0.9,,,0.021622023269133976
GOAT,4,80PI,0.6,0.5049229682965245,
GOAT,4,0.1,,,0.0353302321600107
GOAT,4,0.5,,,0.045034522722879285
GOAT,4,0.9,,,0.039276650272131494
GOAT,5,80PI,0.1,0.1831743702995675,
GOAT,5,0.1,,,0.12337629807757898
GOAT,5,0.5,,,0.12957873343084023
GOAT,5,0.9,,,0.04976641697979725
MEW,1,80PI,0.6333333333333333,0.08287165463751447,
MEW,1,0.1,,,0.005872495772752446
MEW,1,0.5,,,0.016488009310576802
MEW,1,0.9,,,0.006506522633018212
MEW,2,80PI,0.23333333333333334,0.07223071178956317,
MEW,2,0.1,,,0.011806341732026514
MEW,2,0.5,,,0.03958542549362995
MEW,2,0.9,,,0.06196881123216998
MEW,3,80PI,0.23333333333333334,0.051300623733998026,
MEW,3,0.1,,,0.012702233412053449
MEW,3,0.5,,,0.023905111973601248
MEW,3,0.9,,,0.014279145286410472
MEW,4,80PI,0.26666666666666666,0.04574282931993159,
MEW,4,0.1,,,0.013212795055397073
MEW,4,0.5,,,0.027673039609226787
MEW,4,0.9,,,0.028464469856073645
MEW,5,80PI,0.43333333333333335,0.07124843400986698,
MEW,5,0.1,,,0.009511886151158255
MEW,5,0.5,,,0.02436238679885065
MEW,5,0.9,,,0.022496789201532915
MLG,1,80PI,0.6,1.8961880641783868,
MLG,1,0.1,,,0.1834898075400113
MLG,1,0.5,,,0.374282697671188
MLG,1,0.9,,,0.14328943140092504
MLG,2,80PI,0.5333333333333333,0.22923732376318676,
MLG,2,0.1,,,0.01569902668010376
MLG,2,0.5,,,0.03514539124732177
MLG,2,0.9,,,0.026728567593979905
MLG,3,80PI,0.5333333333333333,0.14473824839128005,
MLG,3,0.1,,,0.024270475938753998
MLG,3,0.5,,,0.043190303255465294
MLG,3,0.9,,,0.0279775084312233
MLG,4,80PI,0.5666666666666667,0.1532298114170085,
MLG,4,0.1,,,0.0234147973928478
MLG,4,0.5,,,0.05353410550330837
MLG,4,0.9,,,0.01721782190484171
MLG,5,80PI,0.3333333333333333,0.26056446713582787,
MLG,5,0.1,,,0.03604416558021311
MLG,5,0.5,,,0.05874977186546533
MLG,5,0.9,,,0.047293254566396645
MOODENG,1,80PI,0.6666666666666666,0.1333319754517379,
MOODENG,1,0.1,,,0.012254928378650614
MOODENG,1,0.5,,,0.026324290399308302
MOODENG,1,0.9,,,0.010255644474470277
MOODENG,2,80PI,0.3333333333333333,0.07931229800164159,
MOODENG,2,0.1,,,0.017835269118497886
MOODENG,2,0.5,,,0.033005955195800026
MOODENG,2,0.9,,,0.029919094130722086
MOODENG,3,80PI,0.7333333333333333,0.23087852907480594,
MOODENG,3,0.1,,,0.012641152520981217
MOODENG,3,0.5,,,0.030743671426050383
MOODENG,3,0.9,,,0.021242466784323746
MOODENG,4,80PI,0.6333333333333333,0.10907603086922053,
MOODENG,4,0.1,,,0.00882950840054872
MOODENG,4,0.5,,,0.034352786436707285
MOODENG,4,0.9,,,0.01816922379063588
MOODENG,5,80PI,0.36666666666666664,0.06932421919000875,
MOODENG,5,0.1,,,0.010422728905683847
MOODENG,5,0.5,,,0.026124287006290166
MOODENG,5,0.9,,,0.020040839479702182
PONKE,1,80PI,0.13333333333333333,0.068006515390118,
PONKE,1,0.1,,,0.021189887837220756
PONKE,1,0.5,,,0.03360838292409617
PONKE,1,0.9,,,0.02994284572911045
PONKE,2,80PI,0.5333333333333333,0.12154775054332546,
PONKE,2,0.1,,,0.020079026320512044
PONKE,2,0.5,,,0.02432333298868093
PONKE,2,0.9,,,0.012692616528827642
PONKE,3,80PI,0.3,0.03699764981100743,
PONKE,3,0.1,,,0.010635604982069235
PONKE,3,0.5,,,0.022668343234759566
PONKE,3,0.9,,,0.02226977356812552
PONKE,4,80PI,0.6333333333333333,0.09896821539467646,
PONKE,4,0.1,,,0.018320582531374356
PONKE,4,0.5,,,0.018971209928760013
PONKE,4,0.9,,,0.007752336633791616
PONKE,5,80PI,0.6333333333333333,0.18319002708257204,
PONKE,5,0.1,,,0.015013219084140992
PONKE,5,0.5,,,0.04513616327877565
PONKE,5,0.9,,,0.03456513091365352
POPCAT,1,80PI,0.4,0.13208169416697169,
POPCAT,1,0.1,,,0.018243888967407872
POPCAT,1,0.5,,,0.04233286338753798
POPCAT,1,0.9,,,0.040546435243207155
POPCAT,2,80PI,0.23333333333333334,0.15192924807509264,
POPCAT,2,0.1,,,0.03957534246756031
POPCAT,2,0.5,,,0.08629914074518459
POPCAT,2,0.9,,,0.03287397288464229
POPCAT,3,80PI,0.9333333333333333,0.4441962176489953,
POPCAT,3,0.1,,,0.022459090807415687
POPCAT,3,0.5,,,0.051261368559784394
POPCAT,3,0.9,,,0.023517578987961443
POPCAT,4,80PI,0.06666666666666667,0.02701117321186203,
POPCAT,4,0.1,,,0.012656518576152454
POPCAT,4,0.5,,,0.02808354962080675
POPCAT,4,0.9,,,0.033682280695853994
POPCAT,5,80PI,0.5666666666666667,0.12444233736487238,
POPCAT,5,0.1,,,0.018583738463451464
POPCAT,5,0.5,,,0.03407761845801081
POPCAT,5,0.9,,,0.02031083051003083
Pnut,1,80PI,0.5333333333333333,0.11385748794274364,
Pnut,1,0.1,,,0.013097141441408488
Pnut,1,0.5,,,0.02264991992080424
Pnut,1,0.9,,,0.01805438353020818
Pnut,2,80PI,0.2,0.2004414994534272,
Pnut,2,0.1,,,0.031991387824357384
Pnut,2,0.5,,,0.06709777857690483
Pnut,2,0.9,,,0.09328842801678473
Pnut,3,80PI,0.6666666666666666,0.10337319202500551,
Pnut,3,0.1,,,0.0077219808324978
Pnut,3,0.5,,,0.018984222559692225
Pnut,3,0.9,,,0.009633059104293533
Pnut,4,80PI,0.4,0.056864015625414696,
Pnut,4,0.1,,,0.013725341467747508
Pnut,4,0.5,,,0.017379412363233152
Pnut,4,0.9,,,0.013097741897961137
Pnut,5,80PI,0.5666666666666667,0.0985820899132542,
Pnut,5,0.1,,,0.024318209146545217
Pnut,5,0.5,,,0.024716390268653042
Pnut,5,0.9,,,0.00878207648625928
RETARDIO,1,80PI,0.7333333333333333,0.1631866836566792,
RETARDIO,1,0.1,,,0.02377991380516906
RETARDIO,1,0.5,,,0.023480312917249575
RETARDIO,1,0.9,,,0.009638070492998073
RETARDIO,2,80PI,0.6,0.18012608197621255,
RETARDIO,2,0.1,,,0.03103802432934166
RETARDIO,2,0.5,,,0.040767420123715176
RETARDIO,2,0.9,,,0.02419939477800868
RETARDIO,3,80PI,0.5,0.1874249523956454,
RETARDIO,3,0.1,,,0.019293620982712537
RETARDIO,3,0.5,,,0.068814391103214
RETARDIO,3,0.9,,,0.03855958514247759
RETARDIO,4,80PI,0.4666666666666667,0.1075732378983935,
RETARDIO,4,0.1,,,0.011864871558997105
RETARDIO,4,0.5,,,0.02243472107024006
RETARDIO,4,0.9,,,0.015490604046011174
RETARDIO,5,80PI,0.3,0.09677544260112085,
RETARDIO,5,0.1,,,0.024475547651870166
RETARDIO,5,0.5,,,0.03496334383506406
RETARDIO,5,0.9,,,0.01739092085555638
RETARDIO,6,80PI,0.6666666666666666,0.15348989031389626,
RETARDIO,6,0.1,,,0.01346512620095817
RETARDIO,6,0.5,,,0.027832640254524477
RETARDIO,6,0.9,,,0.012301179657395245
RETARDIO,7,80PI,0.23333333333333334,0.11075481096056519,
RETARDIO,7,0.1,,,0.05745911115792572
RETARDIO,7,0.5,,,0.07285883040817419
RETARDIO,7,0.9,,,0.03153213598423631
Ray,1,80PI,0.2,0.06616137002991826,
Ray,1,0.1,,,0.0158241509163856
Ray,1,0.5,,,0.027641459307862767
Ray,1,0.9,,,0.026075750452463006
Ray,2,80PI,0.6,0.09016525833110883,
Ray,2,0.1,,,0.012144602414248497
Ray,2,0.5,,,0.024341317597883178
Ray,2,0.9,,,0.013848031109083198
Ray,3,80PI,0.5666666666666667,0.09636236807131283,
Ray,3,0.1,,,0.009892252526553458
Ray,3,0.5,,,0.02315958120125421
Ray,3,0.9,,,0.011431463223659665
Ray,4,80PI,0.43333333333333335,0.05458948395152021,
Ray,4,0.1,,,0.00854016903335716
Ray,4,0.5,,,0.02425217319309892
Ray,4,0.9,,,0.01576712361275293
Ray,5,80PI,0.16666666666666666,0.026563149093600656,
Ray,5,0.1,,,0.009788731728851814
Ray,5,0.5,,,0.03977557744331361
Ray,5,0.9,,,0.05593702691514319
SIGMA,1,80PI,0.1,0.0761319763863493,
SIGMA,1,0.1,,,0.03470687159543046
SIGMA,1,0.5,,,0.11563264825014712
SIGMA,1,0.9,,,0.1765045515484264
SIGMA,2,80PI,0.6333333333333333,0.21524299152099988,
SIGMA,2,0.1,,,0.018946702205564166
SIGMA,2,0.5,,,0.03625601902717731
SIGMA,2,0.9,,,0.026928491392418718
SIGMA,3,80PI,0.6333333333333333,0.1583994807517439,
SIGMA,3,0.1,,,0.014567274579689095
SIGMA,3,0.5,,,0.03356912186190997
SIGMA,3,0.9,,,0.02149317664642008
SIGMA,4,80PI,0.13333333333333333,0.13758250438644143,
SIGMA,4,0.1,,,0.06671601289820803
SIGMA,4,0.5,,,0.06814126918303448
SIGMA,4,0.9,,,0.024883955704598955
SIGMA,5,80PI,0.6,0.2042570278690027,
SIGMA,5,0.1,,,0.013077802051889215
SIGMA,5,0.5,,,0.031092083271367595
SIGMA,5,0.9,,,0.020437966404855464
UFD,1,80PI,0.5666666666666667,0.4698575778683776,
UFD,1,0.1,,,0.0460176527501199
UFD,1,0.5,,,0.16233650002597416
UFD,1,0.9,,,0.07381019061371114
UFD,2,80PI,0.5333333333333333,0.4369012152483191,
UFD,2,0.1,,,0.0371310961520022
UFD,2,0.5,,,0.07358866665368023
UFD,2,0.9,,,0.045641947229144796
UFD,3,80PI,0.36666666666666664,0.15139344458669315,
UFD,3,0.1,,,0.023649496917369454
UFD,3,0.5,,,0.08608766942987951
UFD,3,0.9,,,0.07381148580754655
UFD,4,80PI,0.4,0.1715875048398858,
UFD,4,0.1,,,0.06011876544185563
UFD,4,0.5,,,0.06578373109679626
UFD,4,0.9,,,0.02494737383844259
ZEREBRO,1,80PI,0.5333333333333333,0.14643596025268302,
ZEREBRO,1,0.1,,,0.02211883702367684
ZEREBRO,1,0.5,,,0.036050049123630204
ZEREBRO,1,0.9,,,0.015198792605897819
ZEREBRO,2,80PI,0.4666666666666667,0.17584771989768766,
ZEREBRO,2,0.1,,,0.019020897090470404
ZEREBRO,2,0.5,,,0.05148663241467442
ZEREBRO,2,0.9,,,0.04654110312681297
ZEREBRO,3,80PI,0.6666666666666666,0.16097831755792766,
ZEREBRO,3,0.1,,,0.013121886284479859
ZEREBRO,3,0.5,,,0.03359516536634377
ZEREBRO,3,0.9,,,0.019923730707487354
ZEREBRO,4,80PI,0.5666666666666667,0.18506291333423217,
ZEREBRO,4,0.1,,,0.10660010086592914
ZEREBRO,4,0.5,,,0.13533932646878086
ZEREBRO,4,0.9,,,0.09864878245202977
ZEREBRO,5,80PI,0.43333333333333335,0.15271078006294342,
ZEREBRO,5,0.1,,,0.02879474931065977
ZEREBRO,5,0.5,,,0.05726679555560803
ZEREBRO,5,0.9,,,0.048247700908033174
