token,fold,pinball_q10,pinball_q25,pinball_q50,pinball_q75,pinball_q90
$michi,23,0.01377609079168548,0.02760272254237812,0.030797602448785946,0.030386314549964665,0.02173465958307834
$michi,24,0.011970973499852442,0.022672420176800132,0.030019628523200104,0.0335539391843006,0.020404132023244443
ALCH,0,0.032457561856401064,0.05382489211898837,0.05682071351827675,0.022540993386039206,0.020903646189272703
ALCH,1,0.027531773626344628,0.04514199103399891,0.04411698049966103,0.039916172732174154,0.03590329030812606
ALCH,2,0.07308098542619086,0.13592583283657458,0.21109644460632668,0.21296613467606937,0.08714881785628294
ALCH,3,0.0989699795485914,0.21311035076181475,0.3232796033577453,0.2841796212536847,0.18312781572053907
ALCH,4,0.03731663813237388,0.05264346921517176,0.09834718642065395,0.0935221862205966,0.0793085196806843
ALCH,5,0.037376526520153885,0.0622322401037859,0.10609915836660878,0.10121448745232207,0.07510740781717964
ALCH,6,0.026622958323816757,0.04918909407450739,0.07713191705667803,0.07676972973408176,0.050717825959318806
ALCH,7,0.053474310958378235,0.09607965302339772,0.11152393745438799,0.09554168382740097,0.08940396472980927
ALCH,8,0.05433378336978092,0.09562903049169676,0.0857300439965782,0.12642948244087399,0.1075287086673441
ALCH,9,0.021748295069012488,0.035403873081258926,0.04313574799800674,0.05199768470872615,0.04193323572730873
ALCH,10,0.020983714840119693,0.027410353216711935,0.025331446698628014,0.039708306597422915,0.029230755576277606
ALCH,11,0.043844779689609155,0.07614242005306839,0.07625427832633168,0.03597374973297688,0.059638416034291535
ALCH,12,0.016982548323630064,0.055762474601664815,0.08502454724661733,0.09030485499421555,0.051261205483038835
ALCH,13,0.023923173121160938,0.027499301659842726,0.030526254539377653,0.052017322474006235,0.03874727749774093
ALCH,14,0.018115390022107044,0.01998915520112525,0.037058916742955826,0.056803523526045084,0.04032544903723149
ALCH,15,0.014782168952269047,0.019998512063745925,0.025737938694992333,0.04587908674928123,0.03849470264273037
ALCH,16,0.014567347598600925,0.02017922545712687,0.03133994093789513,0.03723387485514801,0.03469494327386583
ALCH,17,0.009156295987774326,0.011120695952402832,0.03611730154960487,0.04842371170469731,0.03731007773161813
ALCH,18,0.027262946873052824,0.04368343441777093,0.03361768599251843,0.011286328308145513,0.016874972292501757
ALCH,19,0.015824430997496336,0.02021394628001719,0.016729759833750645,0.022606821084726527,0.025246406312664296
ALCH,20,0.010897700844792505,0.00929403810444958,0.024542263842434502,0.029078497965710843,0.0282995491242734
ALCH,21,0.009124172860447996,0.014258987815559314,0.03612142048906137,0.035484375554368154,0.021097119185372538
ALCH,22,0.019888084503075904,0.027632795295939788,0.020399355627926826,0.012882345383270384,0.010879885396431976
ALCH,23,0.018642865223314667,0.024325278866871813,0.007591529387983063,0.013556538370752125,0.011705711259425803
ALCH,24,0.013400064560542992,0.012761175323582579,0.01442343609450205,0.024111844589067233,0.01594506795386313
AVA,0,0.023921101951644052,0.0356336103616933,0.04612346933879977,0.0587833947021523,0.02800911540156692
AVA,1,0.026079552766517484,0.02937664518397245,0.03415633025161203,0.060825597618034855,0.05527865606669095
AVA,2,0.01967004841576386,0.02380563706618345,0.02130652360758929,0.029280436609088963,0.024305468377331427
AVA,3,0.01891215046933434,0.021003600061821646,0.01591260655115004,0.019937162154691813,0.02114337865167057
AVA,4,0.016814813745039823,0.018219070576194044,0.0405598040048599,0.03823039284975521,0.030401609972194227
AVA,5,0.017473010871180552,0.03644414752448472,0.04235438379098253,0.02738692217739673,0.023931353572165193
AVA,6,0.02089608531951224,0.023596496945840182,0.01711681156401056,0.023591625614432135,0.022229026423974924
AVA,7,0.030094818337720135,0.04765577782765664,0.034217626240795315,0.04378742546167839,0.042693059232639975
AVA,8,0.05373056119307256,0.10241236664110903,0.13202423531425042,0.06842162918756757,0.05346356386265581
AVA,9,0.021436302508134913,0.027035655698093557,0.05228050980938628,0.0488469420544955,0.02638692777291074
AVA,10,0.01702772728031751,0.022387536234621405,0.026955184456686525,0.03261318133526089,0.018804656675032096
AVA,11,0.043361745059407965,0.08257544773411035,0.1238053067957799,0.11024878160413347,0.05088387253582532
AVA,12,0.026967225634910833,0.04588728178390353,0.07443176427852677,0.06306155162676667,0.03223821112678175
AVA,13,0.013733504241565317,0.02155775069188334,0.03256588520438785,0.03508941038237317,0.028560893076139026
AVA,14,0.027757398317290887,0.04411448112724344,0.05326384419281286,0.039214340029022396,0.020254655657381087
AVA,15,0.025514244641661358,0.03571048493695024,0.03884083181317267,0.02082108379368278,0.019368872538578042
AVA,16,0.01895766025572478,0.032467839932780816,0.045101020605974894,0.03621067292845027,0.03051873111724887
AVA,17,0.013815247023340022,0.03193839992617156,0.043670012022208236,0.039300746991574126,0.025119041049883703
AVA,18,0.00913960173792978,0.020581482533111525,0.021804851555548135,0.028909639700306883,0.028372818326331106
AVA,19,0.00943998584311992,0.016395019278531996,0.02626839979463824,0.03780882079298086,0.032874925140669996
AVA,20,0.01494075936261495,0.017011414678493156,0.03352130589402822,0.032090560741641794,0.026617386046726838
AVA,21,0.030322038886798824,0.06397619887326288,0.08321291273210508,0.04927802371329391,0.012930842316747702
AVA,22,0.0623305070843935,0.10720311896630873,0.11240738812595343,0.08151889255814422,0.04530965214846392
AVA,23,0.020888602367386027,0.033973227761685175,0.05478181770983528,0.031133069003686276,0.013572138444135753
AVA,24,0.011523651215055844,0.02003481335839534,0.03210398919767776,0.03078558281977892,0.025250048906361205
BOME,0,0.01357816230071361,0.015636012721652843,0.012808389348023698,0.016031454274315685,0.008692727246675174
BOME,1,0.018768906071289292,0.02741866965282934,0.0288268982224012,0.018738365125211324,0.009562100042737292
BOME,2,0.0072562975293314165,0.020678505883701785,0.030638734217798596,0.024212006107003598,0.015007938518064002
BOME,3,0.01641415512579563,0.023709935312332193,0.031324776293779076,0.026913504327354894,0.011517248818030046
BOME,4,0.02261307336149784,0.030375823328269807,0.03034889239066252,0.019379066061925253,0.01275487912260026
BOME,5,0.01446473686420236,0.0336998614714466,0.03588904223719286,0.022131880159546827,0.009441367251585342
BOME,6,0.011047569716946514,0.006473379017884872,0.020617462089886376,0.024430128600473926,0.015608256973193504
BOME,7,0.01425785142167308,0.022189106950659038,0.021788429529010982,0.010080344031015317,0.005883787086773802
BOME,8,0.010031188029154972,0.012990947180193516,0.006691481640426641,0.012363420724646038,0.007051621669297362
BOME,9,0.007069324741271446,0.007068604579523837,0.014730534828155206,0.019695953965779125,0.011787714863637734
BOME,10,0.009949664222765197,0.013925938816184652,0.0193325701665305,0.015827549803724607,0.008652348231079453
BOME,11,0.020313834903859577,0.034368336791026875,0.027116145589063247,0.027261720959273317,0.012716339019352643
BOME,12,0.010700618310629476,0.01502975379640866,0.014581376072830249,0.01959412056180426,0.012785596803550863
BOME,13,0.007271641890951618,0.011599663285688644,0.020057142786957777,0.01687957269294506,0.011396029141587263
BOME,14,0.011157554999040108,0.01445864361558521,0.018180630039750748,0.01243904324895767,0.009445370471387994
BOME,15,0.010253292484291783,0.016211193218056568,0.01706818780829514,0.015739285205251256,0.00997501418919812
BOME,16,0.010845954278593492,0.015348524073058928,0.017677162003921255,0.015103677874114346,0.009625096188204467
BOME,17,0.012736865747081938,0.021020348530600558,0.02447995164603355,0.019707918844930884,0.0060002670401820305
BOME,18,0.009052274449146277,0.009693477621289663,0.016487665212423838,0.017963893481585513,0.01142593875213784
BOME,19,0.013829049670729203,0.015462612381839326,0.014505258556553708,0.011800820194779684,0.007961343606740851
BOME,20,0.017414020210954746,0.025975836470877336,0.020424810845816835,0.012686361612171813,0.004657152541817225
BOME,21,0.022732210076799198,0.03997959794268926,0.05272673521945285,0.0420973217331439,0.02625085275192539
BOME,22,0.016033508832792875,0.021812410149348843,0.023226163013416224,0.00794698875497115,0.004550202422281941
BOME,23,0.00767465911976935,0.013595658033716937,0.02206364411846694,0.022195392719444252,0.013621207518185541
BOME,24,0.009678520014741279,0.013677563303471784,0.018684584209645794,0.009625222558359138,0.008028147100580606
BOME,25,0.008513589151818778,0.010158464640032177,0.015426277538891803,0.01612832470262345,0.01155768152946393
BOME,26,0.029849477358754237,0.05962091623673082,0.09533113927697628,0.12524898854646616,0.13524220737995454
BOME,27,0.03154589480679537,0.06628554207201477,0.11006359518652455,0.1431047509602437,0.15227990284464168
BOME,28,0.025414075657681084,0.0467353484140019,0.06871088051864933,0.07725512802338629,0.07771522172286541
BOME,29,0.03499904945098616,0.05376600566224251,0.05862118622348719,0.0478852335208777,0.02544944412686918
BOME,30,0.015044318094221404,0.023093967129114074,0.025326178756264566,0.01762810511156518,0.01226514862345851
BOME,31,0.013821493244269628,0.02216042056561211,0.027412858045140025,0.01669436277532295,0.0082350091695774
BOME,32,0.010513058331347016,0.024467634118128998,0.02751427260888582,0.020639228808153585,0.01424745721077722
BOME,33,0.023196515395481527,0.03317949702290823,0.026340344068241078,0.024895887190478763,0.01901262069093729
BOME,34,0.017855019871015673,0.03845600956672275,0.04666918778463517,0.03399731976810345,0.017981992070678143
FWOG,0,0.05182041313990701,0.10492205319387345,0.18065227003003315,0.22725455026999208,0.23357534025844442
FWOG,1,0.055178074714710014,0.11397166151228381,0.1792909743346461,0.1982422445092046,0.17154042661978397
FWOG,2,0.016586558301660424,0.04806142251892609,0.09223549699256495,0.06617749738286557,0.037430254352423614
FWOG,3,0.023662750384981984,0.03580480126666267,0.06942429908216485,0.06280562299153172,0.029282652348897112
FWOG,4,0.025231761423232833,0.03715940776955714,0.02859142185791647,0.021577208263121022,0.019329215695859815
FWOG,5,0.12258105392791431,0.15124843659238552,0.14446881982825827,0.10883638928026822,0.052179694725641934
FWOG,6,0.04878008396285822,0.05735919128330096,0.05519458246830051,0.05164086485265423,0.03866924681946076
FWOG,7,0.039787564211640265,0.0672859319949637,0.0722307560522068,0.014031400530818616,0.035451691183885414
FWOG,8,0.040185413087545016,0.0688225340947067,0.09341684795986165,0.08176321526890805,0.027295683652801578
FWOG,9,0.011030654190188546,0.0324328435416591,0.04548236101736388,0.047631112759436385,0.03536268321673671
FWOG,10,0.028430161824751082,0.03515843396179542,0.029875429690294397,0.013019857139870292,0.019503946830283878
FWOG,11,0.04711438352441651,0.0897572563655775,0.0834877691570284,0.04502998369037301,0.028955304992389092
FWOG,12,0.02338434454923372,0.043070321868964846,0.036079972722458116,0.039572532304972534,0.034646684659487635
FWOG,13,0.02488212003935066,0.03338985327632444,0.019889923025774178,0.042720411134145354,0.03932754826361859
FWOG,14,0.018911932872347593,0.02018721601309013,0.02039639609194555,0.0307651415100702,0.026614176080518834
FWOG,15,0.019496189310304907,0.018717048465788384,0.03516901806928032,0.03657364511639915,0.021908979071506074
FWOG,16,0.04294972340283417,0.06678373720950805,0.0861277118079743,0.0728803959564596,0.046369343613464974
FWOG,17,0.06094018552422478,0.10943131112367366,0.147550696964684,0.12126041061663674,0.02289017267795418
FWOG,18,0.036636954625661626,0.056319358250367685,0.08722403585761383,0.07310873115339946,0.02423643323170903
FWOG,19,0.014241018637914655,0.029692452702822735,0.05980588225751629,0.06208636781943308,0.04494180197270269
FWOG,20,0.02147618998752654,0.031608559948679775,0.04073873020242894,0.03520620366583813,0.019711905976999913
FWOG,21,0.028938679962908286,0.03969765337534725,0.016525202704220067,0.017872739784806167,0.02488494884859248
FWOG,22,0.016293005487629804,0.02741259577242247,0.0412628822511422,0.03390678278720919,0.027759157218557914
FWOG,23,0.021899031795420573,0.0216487935893384,0.02781514982146611,0.026673992311724196,0.01846335233228334
FWOG,24,0.018800588858038116,0.021516345590173663,0.029281025390712655,0.026287023488990546,0.021160795345948214
Fartcoin,0,0.017563618430460285,0.023746936766497792,0.03474469799560262,0.038776120125295216,0.034455808781175594
Fartcoin,1,0.031659808778854465,0.058226103835014385,0.0593007961928369,0.024882913043925186,0.01698266052946094
Fartcoin,2,0.02294452594160928,0.03089684114226306,0.025899149011006276,0.0343763574589843,0.02648110748867009
Fartcoin,3,0.028801632405244176,0.05014085489848157,0.05366647208630806,0.032245499132477255,0.016376447955233017
Fartcoin,4,0.031731973908922594,0.04301577046458849,0.04976149976090862,0.044972733600986727,0.030199482750940986
Fartcoin,5,0.02542996071144305,0.08406935595275244,0.11930030725694274,0.08525586716015464,0.045837745823423794
Fartcoin,6,0.011327120828063636,0.02169726898160705,0.020063518750130915,0.024092652718905556,0.021028311394314155
