token,tau,pinball
$WIF,0.05,0.011718002637056607
$WIF,0.1,0.022709931557495122
$WIF,0.25,0.01817601745505031
$WIF,0.5,0.016556302241444474
$WIF,0.75,0.014398707227329166
$WIF,0.9,0.017973864178514067
$WIF,0.95,0.009951301662396364
$WIF,0.05,0.01353545300316221
$WIF,0.1,0.02707090600632442
$WIF,0.25,0.009953586323855153
$WIF,0.5,0.018360237241513155
$WIF,0.75,0.018783913273918706
$WIF,0.9,0.025163706137477038
$WIF,0.95,0.012833262661869245
$WIF,0.05,0.013626999040217731
$WIF,0.1,0.02273982698188994
$WIF,0.25,0.03957763323503324
$WIF,0.5,0.03317980729396441
$WIF,0.75,0.021448487867529606
$WIF,0.9,0.027435919707925107
$WIF,0.95,0.014011406714848093
$WIF,0.05,0.017396734481164796
$WIF,0.1,0.034166101411413324
$WIF,0.25,0.019322261771552607
$WIF,0.5,0.026480180519173776
$WIF,0.75,0.01836586658090784
$WIF,0.9,0.021488748719059887
$WIF,0.95,0.010744374359529957
$WIF,0.05,0.01594934550570352
$WIF,0.1,0.03172816102286365
$WIF,0.25,0.037943693301061905
$WIF,0.5,0.05648518374273564
$WIF,0.75,0.05413350797938472
$WIF,0.9,0.023675027981408997
$WIF,0.95,0.01528146747801882
$WIF,0.05,0.005614650939841177
$WIF,0.1,0.011804952362605413
$WIF,0.25,0.1337591648405521
$WIF,0.5,0.10446083538593955
$WIF,0.75,0.07169003314228972
$WIF,0.9,0.052067834640926576
$WIF,0.95,0.0356790890273885
$WIF,0.05,0.013129436482963273
$WIF,0.1,0.025869460859205395
$WIF,0.25,0.04124955559218837
$WIF,0.5,0.0352942903880158
$WIF,0.75,0.025698667730080924
$WIF,0.9,0.058346331084172635
$WIF,0.95,0.02917316554208635
$WIF,0.05,0.023152624135671738
$WIF,0.1,0.039514900349585116
$WIF,0.25,0.03236528693949788
$WIF,0.5,0.04153034488041701
$WIF,0.75,0.03519684502964728
$WIF,0.9,0.04757105579876288
$WIF,0.95,0.02532368832450463
$WIF,0.05,0.017548394140814078
$WIF,0.1,0.03131747129094403
$WIF,0.25,0.02743951510789763
$WIF,0.5,0.03629645444025851
$WIF,0.75,0.031570602621892596
$WIF,0.9,0.041378613574291324
$WIF,0.95,0.03214681127013474
$WIF,0.05,0.013218521103415903
$WIF,0.1,0.021919060041034166
$WIF,0.25,0.01090920822391391
$WIF,0.5,0.018586400632582434
$WIF,0.75,0.015747943292190023
$WIF,0.9,0.04230619381760187
$WIF,0.95,0.02143249343249967
$WIF,0.05,0.017494406547623458
$WIF,0.1,0.034988813095246915
$WIF,0.25,0.009957358941374443
$WIF,0.5,0.01288467425048307
$WIF,0.75,0.016404622914607602
$WIF,0.9,0.027515260979654826
$WIF,0.95,0.018432087235912647
$WIF,0.05,0.021975683471583105
$WIF,0.1,0.04090205767574526
$WIF,0.25,0.042504188804511844
$WIF,0.5,0.05052904051889604
$WIF,0.75,0.0588452329553516
$WIF,0.9,0.01832991991414909
$WIF,0.95,0.012419194082456437
$WIF,0.05,0.016924150204520254
$WIF,0.1,0.03383887503555773
$WIF,0.25,0.02915741467023199
$WIF,0.5,0.03705895603536193
$WIF,0.75,0.03483380173067912
$WIF,0.9,0.01623179479808981
$WIF,0.95,0.0172031850773466
$WIF,0.05,0.009131817788173397
$WIF,0.1,0.01451419822770228
$WIF,0.25,0.02319808344571062
$WIF,0.5,0.026486749738768866
$WIF,0.75,0.02310161066299107
$WIF,0.9,0.03065378910806178
$WIF,0.95,0.01836076607052752
$WIF,0.05,0.017300634080788385
$WIF,0.1,0.03098890252138393
$WIF,0.25,0.0203324292867601
$WIF,0.5,0.023164511213092414
$WIF,0.75,0.01709298887785019
$WIF,0.9,0.029336121904226565
$WIF,0.95,0.01865646347296142
$WIF,0.05,0.017646744166924747
$WIF,0.1,0.026396655934311463
$WIF,0.25,0.019438291053464257
$WIF,0.5,0.021892455017875293
$WIF,0.75,0.011466623850775418
$WIF,0.9,0.022572579748928664
$WIF,0.95,0.016988256177498898
$WIF,0.05,0.018538111434261397
$WIF,0.1,0.033749895097861846
$WIF,0.25,0.030813609953953765
$WIF,0.5,0.0362715400427319
$WIF,0.75,0.031152201285268286
$WIF,0.9,0.02171463322433978
$WIF,0.95,0.01221118385152229
$WIF,0.05,0.03001594792857781
$WIF,0.1,0.050311359149339756
$WIF,0.25,0.11507520598041525
$WIF,0.5,0.1808840637464513
$WIF,0.75,0.1768295536852903
$WIF,0.9,0.035734995394399754
$WIF,0.95,0.025680862024404227
$WIF,0.05,0.029209904431589797
$WIF,0.1,0.05820620723920899
$WIF,0.25,0.035957829418797264
$WIF,0.5,0.04365745822512934
$WIF,0.75,0.021677942596765466
$WIF,0.9,0.027748090562285027
$WIF,0.95,0.015004066540791032
$WIF,0.05,0.026327902286023747
$WIF,0.1,0.04438126062272776
$WIF,0.25,0.007262288814402686
$WIF,0.5,0.00945581074031278
$WIF,0.75,0.00943354204243793
$WIF,0.9,0.02170673477539845
$WIF,0.95,0.014162084192307176
$WIF,0.05,0.029485187321045738
$WIF,0.1,0.045854765891863214
$WIF,0.25,0.02988285154129551
$WIF,0.5,0.027306813043816002
$WIF,0.75,0.01822829694149079
$WIF,0.9,0.02136348382465472
$WIF,0.95,0.016826320075459974
$WIF,0.05,0.03178800818096147
$WIF,0.1,0.061427244325496004
$WIF,0.25,0.022980040458040234
