token,tau,pinball
BOME,0.5,0.01730997958727924
BOME,0.75,0.03148679037085898
BOME,0.95,0.010587087433939804
BOME,0.05,0.008412779276902083
BOME,0.25,0.020781193413048068
BOME,0.5,0.01353445855912899
BOME,0.75,0.024716640890895952
BOME,0.95,0.009738794100768956
BOME,0.05,0.008594337986914303
BOME,0.25,0.018534448819567274
BOME,0.5,0.011783006514022169
BOME,0.75,0.007414267297853538
BOME,0.95,0.013980764898262015
BOME,0.05,0.007051566724856944
BOME,0.25,0.023715224478465854
BOME,0.5,0.01836644173900984
BOME,0.75,0.014034263589271574
BOME,0.95,0.009313495565764924
BOME,0.05,0.007187164000368604
BOME,0.25,0.015412451595160914
BOME,0.5,0.01267392064866591
BOME,0.75,0.01536234202143761
BOME,0.95,0.013098940666707621
BOME,0.05,0.008269299518712156
BOME,0.25,0.023986160190536912
BOME,0.5,0.01666935471288969
BOME,0.75,0.013221817297859777
BOME,0.95,0.008883548842775877
BOME,0.05,0.00942420542222347
BOME,0.25,0.015014520387265981
BOME,0.5,0.012984919249513817
BOME,0.75,0.01287230772088678
BOME,0.95,0.010437881416849667
BOME,0.05,0.008814247326659782
BOME,0.25,0.01751517612692301
BOME,0.5,0.012826020369703983
BOME,0.75,0.0146621454958082
BOME,0.95,0.008742867025394072
BOME,0.05,0.005547861150128802
BOME,0.25,0.01898579598015371
BOME,0.5,0.011437422712477933
BOME,0.75,0.019708148570617083
BOME,0.95,0.008638067134907099
BOME,0.05,0.008743205873194795
BOME,0.25,0.03670102852855821
BOME,0.5,0.040393396276663156
BOME,0.75,0.014628922730714963
BOME,0.95,0.004103141533221284
BOME,0.05,0.006885480341141235
BOME,0.25,0.02191145223418362
BOME,0.5,0.011987060738022191
BOME,0.75,0.010936961827159858
BOME,0.95,0.0055419444528750665
BOME,0.05,0.0056881048334521565
BOME,0.25,0.0137824357565675
BOME,0.5,0.018816799452727757
BOME,0.75,0.021155721702445576
BOME,0.95,0.010319098468207529
BOME,0.05,0.008110483409703783
BOME,0.25,0.016539961564790574
BOME,0.5,0.015746841077092483
BOME,0.75,0.016300731675996997
BOME,0.95,0.011033952179057128
BOME,0.05,0.007722348128165854
BOME,0.25,0.02167030738717773
BOME,0.5,0.0063550826997822015
BOME,0.75,0.017972525023786844
BOME,0.95,0.015381576471185971
BOME,0.05,0.02121458196174464
BOME,0.25,0.06754721991539075
BOME,0.5,0.08686445338176808
BOME,0.75,0.10281882137394698
BOME,0.95,0.06245540870089115
BOME,0.05,0.01765214411088698
BOME,0.25,0.08115007928884073
BOME,0.5,0.10058842293620955
BOME,0.75,0.10880523638261591
BOME,0.95,0.07326577560920837
BOME,0.05,0.023739233296616317
BOME,0.25,0.10472138577259733
BOME,0.5,0.06136769133795955
BOME,0.75,0.054613822760916066
BOME,0.95,0.018773251819548673
BOME,0.05,0.013875486592676024
BOME,0.25,0.06245419790409481
BOME,0.5,0.04251276924967826
BOME,0.75,0.03210144059681301
BOME,0.95,0.013646462844209112
BOME,0.05,0.02954508528673891
BOME,0.25,0.08158261415628362
BOME,0.5,0.02398756856263326
BOME,0.75,0.020076259129541533
BOME,0.95,0.01106961885587542
BOME,0.05,0.01903875771082983
BOME,0.25,0.07367772855446794
BOME,0.5,0.016666341027436454
BOME,0.75,0.022774210341436892
BOME,0.95,0.022636369075602642
BOME,0.05,0.008519637433683497
BOME,0.25,0.024652653695119018
BOME,0.5,0.02522096993651457
BOME,0.75,0.061097428338612286
BOME,0.95,0.016165276534782336
BOME,0.05,0.005310924412295162
BOME,0.25,0.020172020930258033
BOME,0.5,0.023414241072770837
BOME,0.75,0.0631040824046837
BOME,0.95,0.020716872601241252
BOME,0.05,0.013048431860564627
BOME,0.25,0.019587492821234443
BOME,0.5,0.036412772757556645
BOME,0.75,0.04174026182720297
BOME,0.95,0.014015061640209749
FWOG,0.05,0.045721982668528525
FWOG,0.25,0.1375041701503303
FWOG,0.5,0.177056711064334
FWOG,0.75,0.2110840285176808
FWOG,0.95,0.16951219713383972
FWOG,0.05,0.02604972936925537
FWOG,0.25,0.10140484481501788
FWOG,0.5,0.15400376525280138
FWOG,0.75,0.16644598496307386
FWOG,0.95,0.09771654617065238
FWOG,0.05,0.016749482931941315
FWOG,0.25,0.05852344730003184
FWOG,0.5,0.06692963640227521
FWOG,0.75,0.09517843343750848
FWOG,0.95,0.02435535539866933
FWOG,0.05,0.02077743696604258
FWOG,0.25,0.072133999072324
FWOG,0.5,0.057954321249970735
FWOG,0.75,0.0681866543395153
FWOG,0.95,0.024973040388128916
FWOG,0.05,0.029655728053289615
FWOG,0.25,0.095356115108018
FWOG,0.5,0.03221233471294931
FWOG,0.75,0.06839543048421477
FWOG,0.95,0.03473389815192335
FWOG,0.05,0.010062590853072192
FWOG,0.25,0.02655728216459388
FWOG,0.5,0.11330204070189033
FWOG,0.75,0.11419788758519193
FWOG,0.95,0.07086694666707988
FWOG,0.05,0.018880967738065423
FWOG,0.25,0.06229977578203258
FWOG,0.5,0.05991891070368111
FWOG,0.75,0.08742526389049336
FWOG,0.95,0.0652797836464638
FWOG,0.05,0.02445437199673985
FWOG,0.25,0.07218081950572426
FWOG,0.5,0.05710610465395655
FWOG,0.75,0.0883874203587917
FWOG,0.95,0.06190777427343106
FWOG,0.05,0.02823868302823296
FWOG,0.25,0.09092735146086996
FWOG,0.5,0.08208269470150915
FWOG,0.75,0.0976748590392094
FWOG,0.95,0.0840634692558121
FWOG,0.05,0.026610376463947455
FWOG,0.25,0.05997441300922721
FWOG,0.5,0.04106561224203988
FWOG,0.75,0.13999664048323693
FWOG,0.95,0.04492762739491391
FWOG,0.05,0.029718074079113935
FWOG,0.25,0.07484294190689532
FWOG,0.5,0.03378159050522466
FWOG,0.75,0.06717890523812918
FWOG,0.95,0.04863187205968208
FWOG,0.05,0.03564699092653454
FWOG,0.25,0.09387573810266593
FWOG,0.5,0.05209481304856472
FWOG,0.75,0.05125171857664157
FWOG,0.95,0.04227059445638314
FWOG,0.05,0.01339748701243926
FWOG,0.25,0.03517638940209106
FWOG,0.5,0.05788212249358985
FWOG,0.75,0.08240643193922659
FWOG,0.95,0.04732588946697134
FWOG,0.05,0.024994774199351564
FWOG,0.25,0.02826227555920756
FWOG,0.5,0.02395023061547726
FWOG,0.75,0.0821763966483132
FWOG,0.95,0.021084013644694394
FWOG,0.05,0.02290969062569626
FWOG,0.25,0.039635621752707566
FWOG,0.5,0.027790910276165082
FWOG,0.75,0.057842644681562604
FWOG,0.95,0.0494458887212004
FWOG,0.05,0.02674251699464549
FWOG,0.25,0.030884027453654147
FWOG,0.5,0.022558311887412835
FWOG,0.75,0.06244932979412924
FWOG,0.95,0.05662664388097537
FWOG,0.05,0.03381360815093209
FWOG,0.25,0.08198569796016934
FWOG,0.5,0.09933822787645874
FWOG,0.75,0.0834534319122036
FWOG,0.95,0.03983273711509293
FWOG,0.05,0.033101397334679185
FWOG,0.25,0.12061592708053819
FWOG,0.5,0.14314073841369504
FWOG,0.75,0.0771906474029808
FWOG,0.95,0.04108484746744611
FWOG,0.05,0.026669020747589617
FWOG,0.25,0.09341929669208503
FWOG,0.5,0.05253002945613792
FWOG,0.75,0.02917344047191232
FWOG,0.95,0.05711310623912815
FWOG,0.05,0.02288581271938062
FWOG,0.25,0.0703485905819224
FWOG,0.5,0.0390482490550222
FWOG,0.75,0.05068137616551707
FWOG,0.95,0.06829683554714289
FWOG,0.05,0.02753930907112997
FWOG,0.25,0.0811620242534829
FWOG,0.5,0.03134115131962476
FWOG,0.75,0.04748447331730626
FWOG,0.95,0.05659404774173541
FWOG,0.05,0.019081143661995346
FWOG,0.25,0.07152011864410102
FWOG,0.5,0.014202806230616365
FWOG,0.75,0.053961078019590956
FWOG,0.95,0.05742872760874168
FWOG,0.05,0.01490215924374042
FWOG,0.25,0.04771146239760408
FWOG,0.5,0.03200915520776095
FWOG,0.75,0.047811704226098505
FWOG,0.95,0.021713729172576215
FWOG,0.05,0.02158291770670022
FWOG,0.25,0.04499845926927218
FWOG,0.5,0.01848037662797208
FWOG,0.75,0.03252820432225462
FWOG,0.95,0.015369717815241733
FWOG,0.05,0.010999221158284942
FWOG,0.25,0.04043568629125238
FWOG,0.5,0.018528941595016526
