token,fold,tau,pinball_loss
FWOG,3,0.5,0.1148211068121056
FWOG,3,0.75,0.05958112737735596
FWOG,3,0.9,0.05752364059070137
FWOG,4,0.1,0.21889567119289888
FWOG,4,0.25,0.1824130593274157
FWOG,4,0.5,0.12160870621827713
FWOG,4,0.75,0.060804353109138565
FWOG,4,0.9,0.0597174787800074
FWOG,5,0.1,0.40489372627531833
FWOG,5,0.25,0.3374114385627653
FWOG,5,0.5,0.2249409590418435
FWOG,5,0.75,0.11247047952092175
FWOG,5,0.9,0.058725380495852963
FWOG,6,0.1,0.1018179592892035
FWOG,6,0.25,0.08807872584089736
FWOG,6,0.5,0.0651800034270538
FWOG,6,0.75,0.045536456302898265
FWOG,6,0.9,0.028704157287489263
FWOG,7,0.1,0.02437850709729504
FWOG,7,0.25,0.04045043331919635
FWOG,7,0.5,0.06723697702236521
FWOG,7,0.75,0.06763168294552728
FWOG,7,0.9,0.02095850283941714
FWOG,8,0.1,0.07186172404427815
FWOG,8,0.25,0.07947044556316928
FWOG,8,0.5,0.09215164809465448
FWOG,8,0.75,0.08789295392452008
