token,fold,tau,pinball_loss
BOME,2,0.05,0.008889416794409494
BOME,2,0.1,0.015938529254868845
BOME,2,0.25,0.028419616751657648
BOME,2,0.5,0.026731318718348496
BOME,2,0.75,0.02254738251812265
BOME,2,0.9,0.010872538076680323
BOME,2,0.95,0.006187063481793049
BOME,3,0.05,0.005584009874751415
BOME,3,0.1,0.010253103507569312
BOME,3,0.25,0.018565241148091844
BOME,3,0.5,0.025948410555705455
BOME,3,0.75,0.03293318148747839
BOME,3,0.9,0.030132615551165347
BOME,3,0.95,0.01888273852925691
BOME,4,0.05,0.004933261608563149
BOME,4,0.1,0.00806531508707447
BOME,4,0.25,0.011665672152827525
BOME,4,0.5,0.016525525012170254
BOME,4,0.75,0.014755990902163828
BOME,4,0.9,0.0048340975425825786
BOME,4,0.95,0.0047902859672870664
BOME,5,0.05,0.010183105138226472
BOME,5,0.1,0.01586903140695439
BOME,5,0.25,0.025988932792894753
BOME,5,0.5,0.03101286260933953
BOME,5,0.75,0.018639973835307435
BOME,5,0.9,0.006341614100730608
BOME,5,0.95,0.005608194846886425
BOME,6,0.05,0.0047144713850464474
BOME,6,0.1,0.006452642253223757
BOME,6,0.25,0.007217327893637666
BOME,6,0.5,0.012030755085587
BOME,6,0.75,0.01669723132532545
BOME,6,0.9,0.008440743171816617
BOME,6,0.95,0.006222647183999115
BOME,7,0.05,0.004262749895698688
BOME,7,0.1,0.007363254360901843
BOME,7,0.25,0.016466376591581847
BOME,7,0.5,0.012687315259027818
BOME,7,0.75,0.011622021380833012
BOME,7,0.9,0.005569439342265955
BOME,7,0.95,0.004921025940948331
BOME,8,0.05,0.0028628226061239333
BOME,8,0.1,0.00417537212828054
BOME,8,0.25,0.007144634454506203
BOME,8,0.5,0.015608763838196607
BOME,8,0.75,0.015050913430383991
BOME,8,0.9,0.008298897738988405
BOME,8,0.95,0.0048931750354870894
BOME,9,0.05,0.0037497348854478585
BOME,9,0.1,0.005650747651030456
BOME,9,0.25,0.0071827590086561525
BOME,9,0.5,0.007134801169071947
BOME,9,0.75,0.01118954014347953
BOME,9,0.9,0.007162582501030588
BOME,9,0.95,0.004434338902330254
BOME,10,0.05,0.00940212414643849
BOME,10,0.1,0.011628141339961165
BOME,10,0.25,0.021392412768215907
BOME,10,0.5,0.021643303249357898
BOME,10,0.75,0.01894161139684763
BOME,10,0.9,0.006571183084570741
BOME,10,0.95,0.0037378139760321036
BOME,11,0.05,0.004037365472389317
BOME,11,0.1,0.005433806570579333
BOME,11,0.25,0.013669495411128892
BOME,11,0.5,0.017699008728766327
BOME,11,0.75,0.017139369609993505
BOME,11,0.9,0.015803501194801808
BOME,11,0.95,0.004542897318913043
BOME,12,0.05,0.0019055250325613327
BOME,12,0.1,0.00327261694276159
BOME,12,0.25,0.006562740533548783
BOME,12,0.5,0.011650601982595066
BOME,12,0.75,0.011362235784290695
BOME,12,0.9,0.00894708785977414
BOME,12,0.95,0.004912565068982526
BOME,13,0.05,0.004675888963598208
BOME,13,0.1,0.007549099150418056
BOME,13,0.25,0.015890605406491436
BOME,13,0.5,0.018139272393135387
BOME,13,0.75,0.010202308109889802
BOME,13,0.9,0.006124369662914546
BOME,13,0.95,0.003830164511184538
BOME,14,0.05,0.003925529794936762
BOME,14,0.1,0.006594409066607492
BOME,14,0.25,0.009487460527913995
BOME,14,0.5,0.013571922808387683
BOME,14,0.75,0.008559423267155105
BOME,14,0.9,0.004932522378967389
BOME,14,0.95,0.003129984708589885
BOME,15,0.05,0.004245205619638104
BOME,15,0.1,0.004665901807313364
BOME,15,0.25,0.01116350580992139
BOME,15,0.5,0.015095675214973568
BOME,15,0.75,0.013569992510389551
BOME,15,0.9,0.006556936411823123
BOME,15,0.95,0.003712280111521195
BOME,16,0.05,0.0029738237299823896
BOME,16,0.1,0.004501310693789954
BOME,16,0.25,0.009065499639393933
BOME,16,0.5,0.012952002114122806
BOME,16,0.75,0.010649034837593186
BOME,16,0.9,0.004533159368007118
BOME,16,0.95,0.0026678174957403284
BOME,17,0.05,0.005038089856804009
BOME,17,0.1,0.006306606330227039
BOME,17,0.25,0.011803668430526422
BOME,17,0.5,0.014998068916424268
BOME,17,0.75,0.0128766113779088
BOME,17,0.9,0.00398860482163049
BOME,17,0.95,0.0023407420311829697
BOME,18,0.05,0.0016237865183497404
BOME,18,0.1,0.002434519613101202
BOME,18,0.25,0.007515213898810764
BOME,18,0.5,0.013379817469988106
BOME,18,0.75,0.012354379697400936
BOME,18,0.9,0.00631734763126697
BOME,18,0.95,0.0031247374787202273
BOME,19,0.05,0.002001255466983916
BOME,19,0.1,0.004248339372425014
BOME,19,0.25,0.005987054048939515
BOME,19,0.5,0.011781083352579635
BOME,19,0.75,0.01005589038651158
BOME,19,0.9,0.005171893551253424
BOME,19,0.95,0.0027800221222162354
BOME,20,0.05,0.0029445935191999045
BOME,20,0.1,0.003660358346701417
BOME,20,0.25,0.006417761532046721
BOME,20,0.5,0.007086237403826652
BOME,20,0.75,0.008512477155734067
BOME,20,0.9,0.004542099176164954
BOME,20,0.95,0.0028114493655384785
BOME,21,0.05,0.0052953635058707385
BOME,21,0.1,0.009669798706076501
BOME,21,0.25,0.01988092631018137
BOME,21,0.5,0.02240587511099236
BOME,21,0.75,0.02702468743966349
BOME,21,0.9,0.023352183882644175
BOME,21,0.95,0.0200410928605174
BOME,22,0.05,0.003301990704252218
BOME,22,0.1,0.0055528591763966545
BOME,22,0.25,0.009571508621505001
BOME,22,0.5,0.011070721951077916
BOME,22,0.75,0.01144856303740265
BOME,22,0.9,0.005969857547951467
BOME,22,0.95,0.0033771743278478935
BOME,23,0.05,0.0041804805058154775
BOME,23,0.1,0.012839438619911193
BOME,23,0.25,0.022322579941547235
BOME,23,0.5,0.022164254391912705
BOME,23,0.75,0.01375697846388854
BOME,23,0.9,0.009243387965318336
BOME,23,0.95,0.005986657244898173
BOME,24,0.05,0.003033413819452031
BOME,24,0.1,0.004992034356680014
BOME,24,0.25,0.010777471638245939
BOME,24,0.5,0.014969397259347034
BOME,24,0.75,0.009296277394504128
BOME,24,0.9,0.006283485420660924
BOME,24,0.95,0.0047004182227800215
BOME,25,0.05,0.003702385653797541
BOME,25,0.1,0.0052184989044692905
BOME,25,0.25,0.0035364481632911096
BOME,25,0.5,0.009254092136543792
BOME,25,0.75,0.01193418050649375
BOME,25,0.9,0.006659953229195267
BOME,25,0.95,0.005128058921411303
BOME,26,0.05,0.010440492634901176
BOME,26,0.1,0.019663783796363937
BOME,26,0.25,0.044493122694834804
BOME,26,0.5,0.08450948783688365
BOME,26,0.75,0.11584758380135644
BOME,26,0.9,0.1174834040320412
BOME,26,0.95,0.11717176839550118
BOME,27,0.05,0.020956540114902094
BOME,27,0.1,0.024746963149093745
BOME,27,0.25,0.050918567566193174
BOME,27,0.5,0.09778536409702131
BOME,27,0.75,0.13189608186206492
BOME,27,0.9,0.06974432809427622
BOME,27,0.95,0.012067572091906726
BOME,28,0.05,0.009683253863758456
BOME,28,0.1,0.01792303018308122
BOME,28,0.25,0.039333313272575325
BOME,28,0.5,0.06064694812810145
BOME,28,0.75,0.037087148712220276
BOME,28,0.9,0.022350604670190136
BOME,28,0.95,0.013471744851572156
BOME,29,0.05,0.021655904688890937
BOME,29,0.1,0.03648300054586128
BOME,29,0.25,0.04629272044584685
BOME,29,0.5,0.04777068474591464
BOME,29,0.75,0.07038149811918758
BOME,29,0.9,0.039732790413117024
BOME,29,0.95,0.021456909455590378
BOME,30,0.05,0.006301829745660177
BOME,30,0.1,0.008888152350949223
BOME,30,0.25,0.021826309753700212
BOME,30,0.5,0.023599816460954114
BOME,30,0.75,0.05559325241899577
BOME,30,0.9,0.03612041795252431
BOME,30,0.95,0.020169544333614054
BOME,31,0.05,0.007649601605610748
BOME,31,0.1,0.009385399088526956
BOME,31,0.25,0.015370036506942344
BOME,31,0.5,0.01711157513444318
BOME,31,0.75,0.028545786071922225
BOME,31,0.9,0.022295600531731536
BOME,31,0.95,0.014214083242971695
BOME,32,0.05,0.00631779162971863
BOME,32,0.1,0.008240070903640019
BOME,32,0.25,0.018376250606574475
BOME,32,0.5,0.0202610935550544
BOME,32,0.75,0.013051978892458379
BOME,32,0.9,0.009131537478809267
BOME,32,0.95,0.007411069989819405
BOME,33,0.05,0.005994661747984514
BOME,33,0.1,0.009255627762146956
BOME,33,0.25,0.017701921284979962
BOME,33,0.5,0.025661467535229177
BOME,33,0.75,0.01587060445475556
BOME,33,0.9,0.009325141875845497
BOME,33,0.95,0.008013040392503798
BOME,34,0.05,0.006030488852240941
BOME,34,0.1,0.012087565426804274
BOME,34,0.25,0.019337394902561894
BOME,34,0.5,0.02752561354805649
BOME,34,0.75,0.02182003590181465
BOME,34,0.9,0.011233407089297938
BOME,34,0.95,0.0050781781453631
FWOG,0,0.05,0.017945330270719435
FWOG,0,0.1,0.044439890691957674
FWOG,0,0.25,0.10383662456089598
FWOG,0,0.5,0.1715288740034511
FWOG,0,0.75,0.21047700245942602
FWOG,0,0.9,0.20676604649467079
FWOG,0,0.95,0.19521695015231702
FWOG,1,0.05,0.01594716116392429
FWOG,1,0.1,0.02985836795608864
FWOG,1,0.25,0.06339274986803806
FWOG,1,0.5,0.10650686106837108
FWOG,1,0.75,0.13252603330219828
FWOG,1,0.9,0.10974705922313065
FWOG,1,0.95,0.044835403875910805
FWOG,2,0.05,0.009895102164969761
FWOG,2,0.1,0.015104356392573291
FWOG,2,0.25,0.03650430631946302
FWOG,2,0.5,0.05320003703313151
FWOG,2,0.75,0.036803345970579875
FWOG,2,0.9,0.042526570774682755
FWOG,2,0.95,0.0340547049551067
FWOG,3,0.05,0.008860063444519417
FWOG,3,0.1,0.016832014439370702
FWOG,3,0.25,0.041730277968010016
FWOG,3,0.5,0.07290875368754438
FWOG,3,0.75,0.06076669223978357
FWOG,3,0.9,0.0462498452161012
FWOG,3,0.95,0.026344362324611476
FWOG,4,0.05,0.009553437189507128
FWOG,4,0.1,0.01538541950815605
FWOG,4,0.25,0.029259446464562733
FWOG,4,0.5,0.047715905302658505
FWOG,4,0.75,0.03352816745755631
FWOG,4,0.9,0.04291340663780679
FWOG,4,0.95,0.028717190083640765
FWOG,5,0.05,0.08246410547000826
FWOG,5,0.1,0.0819331043344565
FWOG,5,0.25,0.08288389285178459
FWOG,5,0.5,0.08506293357724463
FWOG,5,0.75,0.060532744121045305
FWOG,5,0.9,0.02478473914964356
FWOG,5,0.95,0.012747530860577743
FWOG,6,0.05,0.019434143652650546
FWOG,6,0.1,0.036498246205239164
FWOG,6,0.25,0.05941260400817407
FWOG,6,0.5,0.08349997307858643
FWOG,6,0.75,0.07073201467507971
FWOG,6,0.9,0.041081993675599386
FWOG,6,0.95,0.03340532498288295
FWOG,7,0.05,0.020928885009453172
FWOG,7,0.1,0.03599964995749466
FWOG,7,0.25,0.04661549365777154
FWOG,7,0.5,0.05054138803400025
FWOG,7,0.75,0.0386476592238623
FWOG,7,0.9,0.04280604178140674
FWOG,7,0.95,0.02842340099130522
FWOG,8,0.05,0.02494579823310736
FWOG,8,0.1,0.04304365584488371
FWOG,8,0.25,0.06574658928356901
FWOG,8,0.5,0.05530721428079736
FWOG,8,0.75,0.04105875967913513
FWOG,8,0.9,0.029661782098324287
FWOG,8,0.95,0.029031114056042376
FWOG,9,0.05,0.014096240861337638
FWOG,9,0.1,0.024137704131102205
FWOG,9,0.25,0.022185317242589885
FWOG,9,0.5,0.03540471328955346
FWOG,9,0.75,0.019363106091784116
FWOG,9,0.9,0.0188608241677808
FWOG,9,0.95,0.012843532189206537
FWOG,10,0.05,0.007999902450199247
FWOG,10,0.1,0.012367240388940048
FWOG,10,0.25,0.011034280313357037
FWOG,10,0.5,0.01621559944354142
FWOG,10,0.75,0.02603702173444594
FWOG,10,0.9,0.02461706914666625
FWOG,10,0.95,0.019048255181075176
FWOG,11,0.05,0.01270136366186482
FWOG,11,0.1,0.017127059121142024
FWOG,11,0.25,0.033717666380271176
FWOG,11,0.5,0.03955893104469945
FWOG,11,0.75,0.055770119078483726
FWOG,11,0.9,0.05679115488873526
FWOG,11,0.95,0.04206921889040035
FWOG,12,0.05,0.015435565275922963
FWOG,12,0.1,0.022842862444464044
FWOG,12,0.25,0.02667136539800431
FWOG,12,0.5,0.04276553581881695
FWOG,12,0.75,0.05608813136805019
FWOG,12,0.9,0.03821429419698187
FWOG,12,0.95,0.03140117535829577
FWOG,13,0.05,0.0069222615809909635
FWOG,13,0.1,0.016364879712590437
FWOG,13,0.25,0.021123204650295924
FWOG,13,0.5,0.027017811597629077
FWOG,13,0.75,0.02063085473120661
FWOG,13,0.9,0.023025806698732606
FWOG,13,0.95,0.015647867335664426
FWOG,14,0.05,0.007829040070104928
FWOG,14,0.1,0.011845133802769843
FWOG,14,0.25,0.017833048189062273
FWOG,14,0.5,0.024801148567918898
FWOG,14,0.75,0.03176924894677552
FWOG,14,0.9,0.009213862579077121
FWOG,14,0.95,0.005409298240745725
FWOG,15,0.05,0.010271422886746527
FWOG,15,0.1,0.013739570225719736
FWOG,15,0.25,0.013196423526145307
FWOG,15,0.5,0.006777934774603836
FWOG,15,0.75,0.012339903526818075
FWOG,15,0.9,0.0072400420041627165
FWOG,15,0.95,0.005112527793619808
FWOG,16,0.05,0.01104367729256949
FWOG,16,0.1,0.019204295557124006
FWOG,16,0.25,0.03918341298662362
FWOG,16,0.5,0.043588005702577585
FWOG,16,0.75,0.04080162861810705
FWOG,16,0.9,0.03613919936850654
FWOG,16,0.95,0.0201873293178856
FWOG,17,0.05,0.01607292242858797
FWOG,17,0.1,0.026745142225718638
FWOG,17,0.25,0.054500712398825236
FWOG,17,0.5,0.09396749161157647
FWOG,17,0.75,0.057560233797504086
FWOG,17,0.9,0.019982214204518064
FWOG,17,0.95,0.03453777969003402
FWOG,18,0.05,0.008171588324901889
FWOG,18,0.1,0.02077588541262202
FWOG,18,0.25,0.038560676723151284
FWOG,18,0.5,0.05282499103994486
FWOG,18,0.75,0.049352389712869905
FWOG,18,0.9,0.03465940419237996
FWOG,18,0.95,0.009109071682219883
FWOG,19,0.05,0.006720914682188468
FWOG,19,0.1,0.011510786654265436
FWOG,19,0.25,0.010945831827821736
FWOG,19,0.5,0.015506624219529105
FWOG,19,0.75,0.02110112276578237
FWOG,19,0.9,0.010236374428044395
FWOG,19,0.95,0.0051181872140222025
FWOG,20,0.05,0.01057540711243943
FWOG,20,0.1,0.016116322539377247
FWOG,20,0.25,0.03418735539094359
FWOG,20,0.5,0.04426896876864883
FWOG,20,0.75,0.03435901013743047
FWOG,20,0.9,0.020875322630126078
FWOG,20,0.95,0.015126588032267548
FWOG,21,0.05,0.004846444559599997
FWOG,21,0.1,0.006587528663311943
FWOG,21,0.25,0.007982657007717104
FWOG,21,0.5,0.022768120708480288
FWOG,21,0.75,0.0251423511133288
FWOG,21,0.9,0.017500268240260197
FWOG,21,0.95,0.010351170194100343
FWOG,22,0.05,0.01462399176911901
FWOG,22,0.1,0.027135741698295898
FWOG,22,0.25,0.029433938588774255
FWOG,22,0.5,0.03487991790822158
FWOG,22,0.75,0.02187962656004178
FWOG,22,0.9,0.01155284521240888
FWOG,22,0.95,0.007009669492169875
FWOG,23,0.05,0.006642451405104031
FWOG,23,0.1,0.010630286556929644
FWOG,23,0.25,0.015095368808196438
FWOG,23,0.5,0.024950882404041048
FWOG,23,0.75,0.022483736962123326
FWOG,23,0.9,0.012971284392463084
FWOG,23,0.95,0.006130493695179318
FWOG,24,0.05,0.007102894761562461
FWOG,24,0.1,0.008312574403552936
FWOG,24,0.25,0.014937723218818255
FWOG,24,0.5,0.013796152302947418
FWOG,24,0.75,0.016384339226936825
FWOG,24,0.9,0.011935261708724963
FWOG,24,0.95,0.008373768113169963
Fartcoin,0,0.05,0.007651694622374249
Fartcoin,0,0.1,0.011725169064837832
Fartcoin,0,0.25,0.020869407125865297
Fartcoin,0,0.5,0.019435020363560217
Fartcoin,0,0.75,0.01879831461795671
Fartcoin,0,0.9,0.00841089590372624
Fartcoin,0,0.95,0.0075440064491220015
Fartcoin,1,0.05,0.0064293258938801084
Fartcoin,1,0.1,0.01257591385257587
Fartcoin,1,0.25,0.023534518858493347
Fartcoin,1,0.5,0.02531019152538172
Fartcoin,1,0.75,0.016186244075883763
Fartcoin,1,0.9,0.011664155060901897
Fartcoin,1,0.95,0.007960653865617564
Fartcoin,2,0.05,0.00728379767304745
Fartcoin,2,0.1,0.012796154268398391
Fartcoin,2,0.25,0.026548997127710503
Fartcoin,2,0.5,0.04197359398327661
Fartcoin,2,0.75,0.03942953168848971
Fartcoin,2,0.9,0.02846309761833334
Fartcoin,2,0.95,0.01761117739706204
Fartcoin,3,0.05,0.009582799987692342
Fartcoin,3,0.1,0.015029303814206196
Fartcoin,3,0.25,0.026811146496950003
Fartcoin,3,0.5,0.040509816672868404
Fartcoin,3,0.75,0.03596658288985776
Fartcoin,3,0.9,0.028580021743185097
Fartcoin,3,0.95,0.008446166405183019
Fartcoin,4,0.05,0.017168471422594794
Fartcoin,4,0.1,0.030943648988627222
Fartcoin,4,0.25,0.04465470923778244
Fartcoin,4,0.5,0.05817099881452756
Fartcoin,4,0.75,0.03924124655679918
Fartcoin,4,0.9,0.018564595243337086
Fartcoin,4,0.95,0.012045781169489745
Fartcoin,5,0.05,0.07100208599393179
Fartcoin,5,0.1,0.08884374114628037
Fartcoin,5,0.25,0.11176051253644086
Fartcoin,5,0.5,0.1054047037053042
Fartcoin,5,0.75,0.07379369702282343
Fartcoin,5,0.9,0.04494207890815036
Fartcoin,5,0.95,0.029528430747480423
Fartcoin,6,0.05,0.015716044355778752
Fartcoin,6,0.1,0.01578845680065925
Fartcoin,6,0.25,0.021169435368763367
Fartcoin,6,0.5,0.025185024181055938
Fartcoin,6,0.75,0.020618393687805877
Fartcoin,6,0.9,0.01706293875930547
Fartcoin,6,0.95,0.01437352339974172
Fartcoin,7,0.05,0.01759194623982166
Fartcoin,7,0.1,0.02772165409196702
Fartcoin,7,0.25,0.027403213755730405
Fartcoin,7,0.5,0.040927573263092015
Fartcoin,7,0.75,0.04098995980310275
Fartcoin,7,0.9,0.014913984986910442
Fartcoin,7,0.95,0.013496157346470508
Fartcoin,8,0.05,0.014110464413126503
Fartcoin,8,0.1,0.015960773005199217
Fartcoin,8,0.25,0.08491587476435068
Fartcoin,8,0.5,0.10956528860575371
Fartcoin,8,0.75,0.08666471308461043
Fartcoin,8,0.9,0.045936377084112634
Fartcoin,8,0.95,0.030434157611695888
Fartcoin,9,0.05,0.012277528885907654
Fartcoin,9,0.1,0.010840232317830207
Fartcoin,9,0.25,0.02319890245888641
Fartcoin,9,0.5,0.07966236425041119
Fartcoin,9,0.75,0.06185667044524565
Fartcoin,9,0.9,0.03506594398629737
Fartcoin,9,0.95,0.025228753819335592
Fartcoin,10,0.05,0.014222221815714633
Fartcoin,10,0.1,0.027636485889906474
Fartcoin,10,0.25,0.04617731413098473
Fartcoin,10,0.5,0.05690262295964873
Fartcoin,10,0.75,0.07327396664259045
Fartcoin,10,0.9,0.03189753458469407
Fartcoin,10,0.95,0.018523911132552678
Fartcoin,11,0.05,0.014148444520518208
Fartcoin,11,0.1,0.02444692960178993
Fartcoin,11,0.25,0.02965819537930545
Fartcoin,11,0.5,0.04124545771622241
Fartcoin,11,0.75,0.032204392751420376
Fartcoin,11,0.9,0.023704908834879038
Fartcoin,11,0.95,0.015652176168071182
Fartcoin,12,0.05,0.007306580984812021
Fartcoin,12,0.1,0.01069549400029974
Fartcoin,12,0.25,0.020847624836578028
Fartcoin,12,0.5,0.01889706523125363
Fartcoin,12,0.75,0.019117557382970517
Fartcoin,12,0.9,0.014508814907428851
Fartcoin,12,0.95,0.00883586224791484
Fartcoin,13,0.05,0.007082498709880441
Fartcoin,13,0.1,0.013868435725157927
Fartcoin,13,0.25,0.02362616373350146
Fartcoin,13,0.5,0.027898196825054056
Fartcoin,13,0.75,0.030285414913486075
Fartcoin,13,0.9,0.024279664210109252
Fartcoin,13,0.95,0.021925803218960233
Fartcoin,14,0.05,0.014843839834879973
Fartcoin,14,0.1,0.020090198822419227
Fartcoin,14,0.25,0.035784416202539505
Fartcoin,14,0.5,0.04599576450875053
Fartcoin,14,0.75,0.04074141297271036
Fartcoin,14,0.9,0.023633429634393844
Fartcoin,14,0.95,0.01695199585747794
Fartcoin,15,0.05,0.0186669914118152
Fartcoin,15,0.1,0.02957646898202554
Fartcoin,15,0.25,0.058504459965962784
Fartcoin,15,0.5,0.05080361748114562
Fartcoin,15,0.75,0.0295105883577796
Fartcoin,15,0.9,0.02062364512321883
Fartcoin,15,0.95,0.014105162784566494
Fartcoin,16,0.05,0.01592706002891937
Fartcoin,16,0.1,0.025464482124125023
Fartcoin,16,0.25,0.0444251748804908
Fartcoin,16,0.5,0.072585741575576
Fartcoin,16,0.75,0.0782082121441202
Fartcoin,16,0.9,0.07956671789453133
Fartcoin,16,0.95,0.034066059700215534
Fartcoin,17,0.05,0.017212090470060885
Fartcoin,17,0.1,0.029714375400672524
Fartcoin,17,0.25,0.05737337514610826
Fartcoin,17,0.5,0.07879070467076317
Fartcoin,17,0.75,0.08432083702600122
Fartcoin,17,0.9,0.04628695073574272
Fartcoin,17,0.95,0.011638795250130998
Fartcoin,18,0.05,0.006762905043084021
Fartcoin,18,0.1,0.01548123703528021
Fartcoin,18,0.25,0.030345658064847767
Fartcoin,18,0.5,0.04330019533498688
Fartcoin,18,0.75,0.04458708165699298
Fartcoin,18,0.9,0.03286057805617015
Fartcoin,18,0.95,0.01962060980061002
Fartcoin,19,0.05,0.008995954968266395
Fartcoin,19,0.1,0.017071161026949996
Fartcoin,19,0.25,0.021226727094324382
Fartcoin,19,0.5,0.015892606803430593
Fartcoin,19,0.75,0.028046099589583914
Fartcoin,19,0.9,0.02718158515638296
Fartcoin,19,0.95,0.016494866224725378
Fartcoin,20,0.05,0.00847424733102539
Fartcoin,20,0.1,0.016624594399003843
Fartcoin,20,0.25,0.03348615038951821
Fartcoin,20,0.5,0.030022404573831343
Fartcoin,20,0.75,0.027203144261246207
Fartcoin,20,0.9,0.027833309979704984
Fartcoin,20,0.95,0.017849999037030276
Fartcoin,21,0.05,0.007878323976136309
Fartcoin,21,0.1,0.012658640609479126
Fartcoin,21,0.25,0.014975190864354553
Fartcoin,21,0.5,0.02891553099587509
Fartcoin,21,0.75,0.029771031658801298
Fartcoin,21,0.9,0.014851667764471686
Fartcoin,21,0.95,0.009142007264995833
Fartcoin,22,0.05,0.004948462031931017
Fartcoin,22,0.1,0.009215463756491994
Fartcoin,22,0.25,0.019159292439551067
Fartcoin,22,0.5,0.036095170262662124
Fartcoin,22,0.75,0.024895431165671163
Fartcoin,22,0.9,0.019478570370939235
Fartcoin,22,0.95,0.010171200712733473
Fartcoin,23,0.05,0.009048358896062801
Fartcoin,23,0.1,0.018096717792125603
Fartcoin,23,0.25,0.015411807572683879
Fartcoin,23,0.5,0.024128359076204735
Fartcoin,23,0.75,0.016360435958988815
Fartcoin,23,0.9,0.012188587136634026
Fartcoin,23,0.95,0.008005306737801218
Fartcoin,24,0.05,0.007307951406058337
Fartcoin,24,0.1,0.01304272257057733
Fartcoin,24,0.25,0.00998025162032367
Fartcoin,24,0.5,0.012712217586427169
Fartcoin,24,0.75,0.016007590513724787
Fartcoin,24,0.9,0.012145200873549795
Fartcoin,24,0.95,0.00825355456258244
Fartcoin,25,0.05,0.007510956676216657
Fartcoin,25,0.1,0.010641904669850688
Fartcoin,25,0.25,0.016645291179110334
Fartcoin,25,0.5,0.019579413819678468
Fartcoin,25,0.75,0.02618832255455185
Fartcoin,25,0.9,0.012553044313793288
Fartcoin,25,0.95,0.0038353829285712117
Fartcoin,26,0.05,0.006978802798854968
Fartcoin,26,0.1,0.010828493588467346
Fartcoin,26,0.25,0.026969658241184774
Fartcoin,26,0.5,0.02944944503885216
Fartcoin,26,0.75,0.024587512587631814
Fartcoin,26,0.9,0.016590995129638013
Fartcoin,26,0.95,0.007748494599013833
Fartcoin,27,0.05,0.0048791417013393954
Fartcoin,27,0.1,0.010268451643136712
Fartcoin,27,0.25,0.0266456238905913
Fartcoin,27,0.5,0.03404524428670425
Fartcoin,27,0.75,0.027118859023505373
Fartcoin,27,0.9,0.021227840435522154
Fartcoin,27,0.95,0.016599403522621143
Fartcoin,28,0.05,0.00608711755650236
Fartcoin,28,0.1,0.008189982727642021
Fartcoin,28,0.25,0.014379860857065357
Fartcoin,28,0.5,0.02035378482018923
Fartcoin,28,0.75,0.01426104629003526
Fartcoin,28,0.9,0.008336593725945538
Fartcoin,28,0.95,0.006685012778619259
Fartcoin,29,0.05,0.004864661559569897
Fartcoin,29,0.1,0.004797571517031523
Fartcoin,29,0.25,0.006549420620697302
Fartcoin,29,0.5,0.013439220510803186
Fartcoin,29,0.75,0.013712951904684745
Fartcoin,29,0.9,0.009797912592120725
Fartcoin,29,0.95,0.00704996382345565
Fartcoin,30,0.05,0.00569056268178297
Fartcoin,30,0.1,0.009750588413988572
Fartcoin,30,0.25,0.030664708176780662
Fartcoin,30,0.5,0.03586600104379536
Fartcoin,30,0.75,0.023731435111820538
Fartcoin,30,0.9,0.012997938059021314
Fartcoin,30,0.95,0.007333765364912576
Fartcoin,31,0.05,0.006282413786021527
Fartcoin,31,0.1,0.010306480152341323
Fartcoin,31,0.25,0.017292569164290467
Fartcoin,31,0.5,0.02454399136384292
Fartcoin,31,0.75,0.012544816722441066
Fartcoin,31,0.9,0.010411820619609715
Fartcoin,31,0.95,0.00540876102807348
Fartcoin,32,0.05,0.003660572188919706
Fartcoin,32,0.1,0.009434072380735686
Fartcoin,32,0.25,0.017856746389017894
Fartcoin,32,0.5,0.01868621401665749
Fartcoin,32,0.75,0.012301864041395867
Fartcoin,32,0.9,0.008271123794611914
Fartcoin,32,0.95,0.004102506590165227
Fartcoin,33,0.05,0.0032896305874484063
Fartcoin,33,0.1,0.003594319911213539
Fartcoin,33,0.25,0.010519964906128549
Fartcoin,33,0.5,0.04223162910562986
Fartcoin,33,0.75,0.024792355984258035
Fartcoin,33,0.9,0.013902703898534026
Fartcoin,33,0.95,0.007496080281007604
Fartcoin,34,0.05,0.004716221347092353
Fartcoin,34,0.1,0.007195516388788147
Fartcoin,34,0.25,0.01587536721749003
Fartcoin,34,0.5,0.024964557824694023
Fartcoin,34,0.75,0.020225854084398073
Fartcoin,34,0.9,0.011228842387412494
Fartcoin,34,0.95,0.004630737314750285
GIGA,0,0.05,0.00353280686027023
GIGA,0,0.1,0.004804383920321987
GIGA,0,0.25,0.021418153646080785
GIGA,0,0.5,0.02493558422810839
GIGA,0,0.75,0.016558220150248416
GIGA,0,0.9,0.012591846329268352
GIGA,0,0.95,0.006546469274382742
GIGA,1,0.05,0.00616235538047536
GIGA,1,0.1,0.009883082333492397
GIGA,1,0.25,0.022212689773256106
GIGA,1,0.5,0.034358546015757004
GIGA,1,0.75,0.031487822759059245
GIGA,1,0.9,0.00861219373626688
GIGA,1,0.95,0.006662838223606928
GIGA,2,0.05,0.008651581971571997
GIGA,2,0.1,0.012483513038500772
GIGA,2,0.25,0.021632793205846376
GIGA,2,0.5,0.01791752012177973
GIGA,2,0.75,0.0158107342819972
GIGA,2,0.9,0.008722662190540218
GIGA,2,0.95,0.005120808913291155
GIGA,3,0.05,0.006488880444880485
GIGA,3,0.1,0.011429303373990706
GIGA,3,0.25,0.021801411122312278
GIGA,3,0.5,0.02223133447677995
GIGA,3,0.75,0.02533004817919259
GIGA,3,0.9,0.013767352351812695
GIGA,3,0.95,0.009764842920205045
GIGA,4,0.05,0.008663024268741965
GIGA,4,0.1,0.011436716068379366
GIGA,4,0.25,0.022573211660927125
GIGA,4,0.5,0.03237926151463857
GIGA,4,0.75,0.019198313179160726
