token,fold,tau,pinball_loss
ALCH,15,0.05,0.007600165930186733
ALCH,15,0.1,0.011907834072470659
ALCH,15,0.25,0.02146984426310204
ALCH,15,0.5,0.029228507605232188
ALCH,15,0.75,0.02754363202441222
ALCH,15,0.9,0.018214044884267026
ALCH,15,0.95,0.010888442766337457
ALCH,16,0.05,0.007315673095996338
ALCH,16,0.1,0.010219039932169069
ALCH,16,0.25,0.01179409659496051
ALCH,16,0.5,0.03417163297178982
ALCH,16,0.75,0.030249909216174497
ALCH,16,0.9,0.01694379498507938
ALCH,16,0.95,0.010666115685349718
ALCH,17,0.05,0.0036492989226397
ALCH,17,0.1,0.005506356047375666
ALCH,17,0.25,0.012257569725145799
ALCH,17,0.5,0.02374880302496903
ALCH,17,0.75,0.017597301836177717
ALCH,17,0.9,0.011668768625208667
ALCH,17,0.95,0.006883009242512602
ALCH,18,0.05,0.00931696410224415
ALCH,18,0.1,0.012154009784831868
ALCH,18,0.25,0.024590544259873667
ALCH,18,0.5,0.04309290613061816
ALCH,18,0.75,0.03392227659553707
ALCH,18,0.9,0.023234196360392288
ALCH,18,0.95,0.01143441480155244
ALCH,19,0.05,0.006004059744471864
ALCH,19,0.1,0.010761587447404594
ALCH,19,0.25,0.018632983022905832
ALCH,19,0.5,0.020221999923720733
ALCH,19,0.75,0.018510702386042032
ALCH,19,0.9,0.010125154539646441
ALCH,19,0.95,0.007848425462953201
ALCH,20,0.05,0.004557013924269677
ALCH,20,0.1,0.006350351556922173
ALCH,20,0.25,0.016854110036935235
ALCH,20,0.5,0.02710282404434161
ALCH,20,0.75,0.017565973520771362
ALCH,20,0.9,0.01196359757400242
ALCH,20,0.95,0.008230521729189469
ALCH,21,0.05,0.004882438410326882
ALCH,21,0.1,0.012028507666916231
ALCH,21,0.25,0.0188351092335905
ALCH,21,0.5,0.021460557503426094
ALCH,21,0.75,0.018880184510652757
ALCH,21,0.9,0.013262748494195911
ALCH,21,0.95,0.007101511159503524
ALCH,22,0.05,0.004857453729795238
ALCH,22,0.1,0.00875232329024433
ALCH,22,0.25,0.01677596213107203
ALCH,22,0.5,0.023065113269262943
ALCH,22,0.75,0.01561363105067127
ALCH,22,0.9,0.011337102290544368
ALCH,22,0.95,0.006085222109055775
ALCH,23,0.05,0.005514967510915343
ALCH,23,0.1,0.007201611701950997
ALCH,23,0.25,0.009091365673645171
ALCH,23,0.5,0.010840924655411616
ALCH,23,0.75,0.007656281333717698
ALCH,23,0.9,0.005911341297366076
ALCH,23,0.95,0.003578235437439225
ALCH,24,0.05,0.0050291551661504515
ALCH,24,0.1,0.008755303011775573
ALCH,24,0.25,0.011048171791990446
ALCH,24,0.5,0.008501408804202734
ALCH,24,0.75,0.008033903561097148
ALCH,24,0.9,0.005564036824471145
ALCH,24,0.95,0.003983466881545714
AVA,0,0.05,0.008291562162394706
AVA,0,0.1,0.012637424030628105
AVA,0,0.25,0.025087849794401804
AVA,0,0.5,0.04076902593450274
AVA,0,0.75,0.04428878505572157
AVA,0,0.9,0.026956848764047525
AVA,0,0.95,0.011984821823697943
AVA,1,0.05,0.008070737333181562
AVA,1,0.1,0.008349624598064329
AVA,1,0.25,0.013385007869041463
AVA,1,0.5,0.01994227860079541
AVA,1,0.75,0.01921054096193087
AVA,1,0.9,0.01051020308295006
AVA,1,0.95,0.012095691294140266
AVA,2,0.05,0.0052793022389593545
AVA,2,0.1,0.006735896767053006
AVA,2,0.25,0.016999638036151524
AVA,2,0.5,0.01894162993249749
AVA,2,0.75,0.013151600138611724
AVA,2,0.9,0.007083184334996876
AVA,2,0.95,0.0033699489350537217
AVA,3,0.05,0.005953364112798656
AVA,3,0.1,0.008994245425349365
AVA,3,0.25,0.013404826874319625
AVA,3,0.5,0.012007298947492256
AVA,3,0.75,0.017687632034912942
AVA,3,0.9,0.015144648141496327
AVA,3,0.95,0.00944284261319189
AVA,4,0.05,0.009812496030941963
AVA,4,0.1,0.01237138953097121
AVA,4,0.25,0.012035242191119983
AVA,4,0.5,0.016861594583078125
AVA,4,0.75,0.02035593342367413
AVA,4,0.9,0.010643905674676634
AVA,4,0.95,0.0057317090345437366
AVA,5,0.05,0.0072804348566734185
AVA,5,0.1,0.00922315696208807
AVA,5,0.25,0.0138862773915985
AVA,5,0.5,0.031049113374587923
AVA,5,0.75,0.031968540295697734
AVA,5,0.9,0.012296192398582893
AVA,5,0.95,0.00542599315107975
AVA,6,0.05,0.00433972443595351
AVA,6,0.1,0.009863802898723134
AVA,6,0.25,0.015040873080173003
AVA,6,0.5,0.013928638512497288
AVA,6,0.75,0.020389505328344205
AVA,6,0.9,0.011708185466853267
AVA,6,0.95,0.009821355975019926
AVA,7,0.05,0.008204997034278157
AVA,7,0.1,0.012519555386570258
AVA,7,0.25,0.019331992463678886
AVA,7,0.5,0.031255940309482345
AVA,7,0.75,0.031887201333421995
AVA,7,0.9,0.025329268922779643
AVA,7,0.95,0.020292951817721266
AVA,8,0.05,0.01742295592208055
AVA,8,0.1,0.028991580337762484
AVA,8,0.25,0.04895682043997446
AVA,8,0.5,0.060124643075018115
AVA,8,0.75,0.09258035818871795
AVA,8,0.9,0.0593396133913817
AVA,8,0.95,0.03377062474622932
AVA,9,0.05,0.023489629040905572
AVA,9,0.1,0.03144158211303473
AVA,9,0.25,0.04419097039558547
AVA,9,0.5,0.04642242074538775
AVA,9,0.75,0.03918308670142701
AVA,9,0.9,0.017988766655017353
AVA,9,0.95,0.00997779522530052
AVA,10,0.05,0.0050781547135552
AVA,10,0.1,0.006807727144954756
AVA,10,0.25,0.016963623535897216
AVA,10,0.5,0.029436845986700527
AVA,10,0.75,0.020095854687661546
AVA,10,0.9,0.009709189969572913
AVA,10,0.95,0.006034504517635663
AVA,11,0.05,0.015696162229037955
AVA,11,0.1,0.025090884429240814
AVA,11,0.25,0.05060188416412643
AVA,11,0.5,0.06659530254256214
AVA,11,0.75,0.03023633114265864
AVA,11,0.9,0.02879195016597751
AVA,11,0.95,0.01587450050243117
AVA,12,0.05,0.00987203486913525
AVA,12,0.1,0.01877738187337793
AVA,12,0.25,0.03770276642127494
AVA,12,0.5,0.05414308835455917
AVA,12,0.75,0.032242057072231
AVA,12,0.9,0.0181128015575491
AVA,12,0.95,0.012569999502315306
AVA,13,0.05,0.0065933615081890775
AVA,13,0.1,0.012587550927086731
AVA,13,0.25,0.022118324119710108
AVA,13,0.5,0.02426787748260235
AVA,13,0.75,0.023183647932363192
AVA,13,0.9,0.01417992031512623
AVA,13,0.95,0.009428723231423698
AVA,14,0.05,0.008527833695644195
AVA,14,0.1,0.01268570324218357
AVA,14,0.25,0.02309945631788408
AVA,14,0.5,0.043346761048941335
AVA,14,0.75,0.04351115606920792
AVA,14,0.9,0.028848818478983792
AVA,14,0.95,0.022206431695337314
AVA,15,0.05,0.008746805731463886
AVA,15,0.1,0.010713944255971407
AVA,15,0.25,0.01627857049157302
AVA,15,0.5,0.029897611930597107
AVA,15,0.75,0.02759153361021657
AVA,15,0.9,0.014609983315353741
AVA,15,0.95,0.010828187915048483
AVA,16,0.05,0.007440860558872882
AVA,16,0.1,0.017512542682400944
AVA,16,0.25,0.033417516096355994
AVA,16,0.5,0.041405627792307935
AVA,16,0.75,0.025690690172305793
AVA,16,0.9,0.015986910425689848
AVA,16,0.95,0.01242391471989016
AVA,17,0.05,0.006611188089859711
AVA,17,0.1,0.010269845403463373
AVA,17,0.25,0.027725838812998824
AVA,17,0.5,0.036438979652424666
AVA,17,0.75,0.027191834088862
AVA,17,0.9,0.01342912266543989
AVA,17,0.95,0.007668661058336142
AVA,18,0.05,0.012851983126734369
AVA,18,0.1,0.016362267454875724
AVA,18,0.25,0.020495735895496442
AVA,18,0.5,0.040991471790992884
AVA,18,0.75,0.06148720768648933
AVA,18,0.9,0.013097605520521074
AVA,18,0.95,0.0045201380143122015
AVA,19,0.05,0.006048969309140557
AVA,19,0.1,0.011033086423447469
AVA,19,0.25,0.013893811547887153
AVA,19,0.5,0.01216403873193528
AVA,19,0.75,0.01171767124768107
AVA,19,0.9,0.006322650147798409
AVA,19,0.95,0.0034024348372149794
AVA,20,0.05,0.007187937446759266
AVA,20,0.1,0.014892735844280205
AVA,20,0.25,0.03644636468369867
AVA,20,0.5,0.03470468766274735
AVA,20,0.75,0.028320835145460615
AVA,20,0.9,0.015859351113924395
AVA,20,0.95,0.0068909388695180636
AVA,21,0.05,0.012633092320409413
AVA,21,0.1,0.022810243511002217
AVA,21,0.25,0.0359499156538017
AVA,21,0.5,0.04231691205275075
AVA,21,0.75,0.04239680418975817
AVA,21,0.9,0.012810368527324105
AVA,21,0.95,0.005405487067836514
AVA,22,0.05,0.033141031634624694
AVA,22,0.1,0.05719484471710538
AVA,22,0.25,0.0707654990834869
AVA,22,0.5,0.07329876960356337
AVA,22,0.75,0.044801395855734304
AVA,22,0.9,0.01934557679653909
AVA,22,0.95,0.012533401044508605
AVA,23,0.05,0.01180061920513502
AVA,23,0.1,0.018074825287832788
AVA,23,0.25,0.037869939005538034
AVA,23,0.5,0.04509546042566298
AVA,23,0.75,0.042413847296232786
AVA,23,0.9,0.029691299534363304
AVA,23,0.95,0.01621068782950891
AVA,24,0.05,0.007200264904044805
AVA,24,0.1,0.01233055842006058
AVA,24,0.25,0.01456763653020265
AVA,24,0.5,0.03113205191729364
AVA,24,0.75,0.02075885901460141
AVA,24,0.9,0.011860624174523307
AVA,24,0.95,0.007000651961698953
BOME,0,0.05,0.0042659137369370406
BOME,0,0.1,0.006526145327944311
BOME,0,0.25,0.009613573580780627
BOME,0,0.5,0.006876918684219076
BOME,0,0.75,0.0032239058516482177
BOME,0,0.9,0.007712467918768455
BOME,0,0.95,0.005167537965723863
BOME,1,0.05,0.004714434966402091
BOME,1,0.1,0.008336355271071353
BOME,1,0.25,0.00997886806602897
BOME,1,0.5,0.014104285884184725
BOME,1,0.75,0.011093027678440975
BOME,1,0.9,0.006427800046370298
BOME,1,0.95,0.00451207731370607
