timestamp,token,return_72h,proc,ret_ETH,ret_SOL,ret_BTC,cci,stoch_k,logret_12h,logret_36h,bollinger_bw,bollinger_b,adx,vol_std_7bar,vol_zscore_14,tx_per_account,skew_36h,holder_growth_1bar,downside_vol_3bar,parkinson_vol_36h,gk_vol_36h,holder_growth_7d,macd_signal,macd,amihud_illiq_12h,day_of_week,obv,price_volume,momentum_bucket,roc_3,hour_cos,extreme_flag1,tail_asym,extreme_count_72h,vol_regime
2024-12-08 12:00:00,$WIF,0.14148453864779764,,0.012035512398642423,0.0060639675433618034,0.009879971720410774,,,0.005445808798941143,0.019471863487265442,,,,,,,0.07207993917056851,,0.06521160772589438,0.010808832541170927,0.0005321737930377388,,0.06049356808074038,0.11662916119504985,0.00012263985409101885,6,169.31353706991175,166.18164296508905,6.0,0.01966267670515176,-1.0,0,0,0.0,
2024-12-09 00:00:00,$WIF,0.004644710652852879,,-0.03139643119128133,-0.037754164991583905,-0.015828265650308482,,,-0.08586134739940461,-0.1386078412343006,,,,0.05785902469157306,,,1.0768038130562276,,0.046819479631877534,0.050235800684680386,0.000747481994814985,,0.06822536309827767,0.09915254316842681,0.0019055950858282065,0,126.13619381124857,147.8890475882299,1.0,-0.12943063706795266,1.0,0,0,0.0,
2024-12-09 12:00:00,$WIF,-0.137738071555632,,-0.04327297952066245,-0.04508198199558022,-0.017614316686181852,,,-0.12501689667554888,-0.2054324352760123,,,,0.07326128093980086,,,1.0897226274044816,,0.06694608693054083,0.08670756108949214,0.0023371507722190284,,0.06502438104606363,0.05222045283720744,0.0029403371205731954,0,86.16866500953194,120.80731833382863,0.0,-0.18570488966705556,-1.0,0,0,0.0,
2024-12-10 00:00:00,$WIF,-0.19220380248182856,-0.14613477353826684,0.012100776320171924,-0.0009941890039435464,0.0068843583176734224,,,-0.022039102483232816,-0.2329173465581862,,,,0.07052862520089118,,,0.6940161141478431,,0.051978941380093784,0.029227139194879657,0.002387681021717657,,0.05393934688582528,0.00959921024487187,0.0006087294425633062,1,50.35962687342303,105.87834458106299,0.0,-0.20778094955047977,1.0,0,0,0.0,
2024-12-10 12:00:00,$WIF,-0.27418393222937165,-0.1653552606667474,-0.03205123387453601,-0.012912165447838797,-0.00521321535754482,,,-0.034794806041034694,-0.1818508051998163,,,,0.06393482083120942,,,-1.631982245283769,,0.056135490420398615,0.05138104216611759,0.00197846174766862,,0.036757743616616725,-0.03196866946021748,0.001011692759932849,1,16.558429149168667,96.5240162443844,1.0,-0.16627428132078415,-1.0,0,0,0.0,
2024-12-11 00:00:00,$WIF,-0.19973626470985018,-0.12048928225680286,0.01782186505967953,0.04318028924750372,0.011253740422246361,,,0.039452407269835336,-0.017381501254432146,,,,0.055361908651991414,,,1.5330679738971005,,0.039700047080988024,0.04027610125985966,0.0006161879821839662,,0.018405220204135608,-0.05500487344578886,0.0011649245347760031,2,51.102288941627265,102.6143549880205,4.0,-0.017231314378220453,1.0,0,0,0.0,
2024-12-11 12:00:00,$WIF,-0.18283067044350432,-0.0846580347873925,0.03358428322225948,0.020012814871711138,0.030872626674752546,,,0.02635079745142639,0.031008398680227214,,,,0.059811291249426926,,,-1.52152011161913,,0.03962971463166012,0.02476148291744472,0.0005821253288104067,,0.0015043615088633812,-0.06609907327222553,0.0007341123531142313,2,87.47417303640518,110.92950159913333,6.0,0.03149416703980834,-1.0,0,0,0.0,
2024-12-12 00:00:00,$WIF,-0.10195836656582669,-0.060357535818227094,0.023664165149755334,0.006508515939985804,-0.007272776273319792,-55.56487768687227,30.409743551361323,0.00850875112277092,0.0743119558440328,,,,0.06010778543900016,,,-0.45306196768069595,,0.015532228069272805,0.02260571810862349,0.00042135834659703795,,-0.013188286876791785,-0.07195888041941245,0.0002296341328486134,3,124.68577276246742,114.4603073277254,7.0,0.0771427740730446,1.0,0,0,0.0,
2024-12-12 12:00:00,$WIF,-0.02080929778330698,-0.06810655057178677,-0.009953160411274475,-0.007971659713923662,-0.0009318013570525085,-65.54600067158991,21.612573251129497,-0.03850690987416126,-0.0036473612999638177,,,46.95527127244021,0.05490083631672832,-0.27613249009598745,,-1.1960743309359785,,0.0335045598779825,0.027998589091593137,0.00022768301031850984,,-0.027550393440339105,-0.08499881969452838,0.0010331057634353975,3,88.12132266048434,108.22118245472288,5.0,-0.00364071775732544,-1.0,0,0,0.0,
2024-12-13 00:00:00,$WIF,-0.006534291950799909,-0.0520121813176648,0.005484058716308304,-0.00716740123966797,0.0010069755157988691,-70.63784370464583,19.92353778107055,-0.00756597382159787,-0.03756413257298818,,,41.52669202413745,0.0301188567921885,-0.3478760458520891,,-0.8930399356627367,,0.023896341019858897,0.009828279217410084,0.0001953481732086175,,-0.041245568356032304,-0.0960262680188051,0.00021428392663562157,4,52.94638439955729,103.32388124861457,4.0,-0.03686735243471384,1.0,0,0,0.0,
2024-12-13 12:00:00,$WIF,0.02269705989006221,-0.03213401269005273,-0.0005878444836142638,-0.012142439433615815,0.007504374646732259,-65.12530177638612,18.638303500729695,-0.005795758173400109,-0.051868641869159265,,,37.473707356266424,0.029114020178694133,-0.39190994593292267,,-1.7140249650721293,,0.01839608034718319,0.018672746529060747,0.00018225533533487595,,-0.053981625137364805,-0.1049258522626948,0.00016454369098254547,4,17.82504287074508,102.57024627204966,3.0,-0.05054642290093503,-1.0,0,0,0.0,
