token,tau,pinball
BOME,0.75,0.012883596767999606
BOME,0.95,0.007092750506468389
BOME,0.05,0.009113627342603701
BOME,0.25,0.032879072995472026
BOME,0.5,0.024049799276848915
BOME,0.75,0.01509834021383715
BOME,0.95,0.005499287159495926
BOME,0.05,0.0074598950043407745
BOME,0.25,0.024775915888921186
BOME,0.5,0.021250966761567024
BOME,0.75,0.020250108745330897
BOME,0.95,0.008918699333085436
BOME,0.05,0.009464869154274108
BOME,0.25,0.026784281479502573
BOME,0.5,0.023890783314176222
BOME,0.75,0.026315014175357348
BOME,0.95,0.007099113890378517
BOME,0.05,0.011728348967934427
BOME,0.25,0.031154008285341258
BOME,0.5,0.01686483985119359
BOME,0.75,0.010760230606421872
BOME,0.95,0.008896113652850467
BOME,0.05,0.009305996174522144
BOME,0.25,0.023051126455157292
BOME,0.5,0.03724494230245826
BOME,0.75,0.016681165891786722
BOME,0.95,0.008975661339835957
BOME,0.05,0.01130265937058954
BOME,0.25,0.018907797708333365
BOME,0.5,0.00865268865239924
BOME,0.75,0.024075729969690415
BOME,0.95,0.011975756199204766
BOME,0.05,0.010370566163304264
BOME,0.25,0.03818713517479445
BOME,0.5,0.01747916294109067
BOME,0.75,0.010544361619123817
BOME,0.95,0.007009981689193599
BOME,0.05,0.007137391428812158
BOME,0.25,0.020439648154934015
BOME,0.5,0.00862159077611792
BOME,0.75,0.013946905190678259
BOME,0.95,0.008334880727152208
BOME,0.05,0.006691036647707912
BOME,0.25,0.010504292524319512
BOME,0.5,0.010014241847156857
BOME,0.75,0.021338956165543797
BOME,0.95,0.009888663281190696
BOME,0.05,0.006650962629587364
BOME,0.25,0.015440523008443152
BOME,0.5,0.016249800721936908
BOME,0.75,0.021053660700018295
BOME,0.95,0.009376696134293783
BOME,0.05,0.008312325602531388
BOME,0.25,0.02797501886487
BOME,0.5,0.026889656971111273
BOME,0.75,0.014197936614590657
BOME,0.95,0.00774750717405653
BOME,0.05,0.006049664108032346
BOME,0.25,0.00847617697530457
BOME,0.5,0.016262657377385147
BOME,0.75,0.025145314944083997
BOME,0.95,0.009639699413842497
BOME,0.05,0.007030251919723072
BOME,0.25,0.014712153103087211
BOME,0.5,0.013731100652363324
BOME,0.75,0.020758229796008974
BOME,0.95,0.008762546493833363
BOME,0.05,0.009078465239255953
BOME,0.25,0.013749454784659559
BOME,0.5,0.009700488102385678
BOME,0.75,0.005527073389300187
BOME,0.95,0.007110985767727747
BOME,0.05,0.008171010326491385
BOME,0.25,0.015642340586625666
BOME,0.5,0.01980403817782794
BOME,0.75,0.014138440697023117
BOME,0.95,0.008290074438548489
BOME,0.05,0.008372983336624085
BOME,0.25,0.01034206481743681
BOME,0.5,0.010681965928933326
BOME,0.75,0.012876030917238249
BOME,0.95,0.006951725633550266
BOME,0.05,0.008100186269050276
BOME,0.25,0.02126147783905556
BOME,0.5,0.017870254975052926
BOME,0.75,0.008232814788866864
BOME,0.95,0.007635549372767242
BOME,0.05,0.0063015510556070535
BOME,0.25,0.013797646747241717
BOME,0.5,0.01279817442302654
BOME,0.75,0.009626615172205333
BOME,0.95,0.007071785842906655
BOME,0.05,0.005677454391168012
BOME,0.25,0.017082857245307323
BOME,0.5,0.013102285421294936
BOME,0.75,0.012729509871429371
BOME,0.95,0.0062339379971532724
BOME,0.05,0.0062544373849538135
BOME,0.25,0.01830557939679207
BOME,0.5,0.011306724428377454
BOME,0.75,0.014938764956276248
BOME,0.95,0.006353926360028162
BOME,0.05,0.009459842187840536
BOME,0.25,0.032986496506317194
BOME,0.5,0.028410228423265346
BOME,0.75,0.016703455674006648
BOME,0.95,0.0037621925740876504
BOME,0.05,0.008681102831766783
BOME,0.25,0.019408373717990812
BOME,0.5,0.010745329914076708
BOME,0.75,0.01150532353357716
BOME,0.95,0.0050907940402086654
BOME,0.05,0.006686961300185707
BOME,0.25,0.012784966199012449
BOME,0.5,0.01878741637699154
BOME,0.75,0.018212131267236035
BOME,0.95,0.0073064941906355865
BOME,0.05,0.00807196585661848
BOME,0.25,0.014826866665920974
BOME,0.5,0.01562829578098552
BOME,0.75,0.009440439874244939
BOME,0.95,0.005956881972646228
BOME,0.05,0.009163167397506698
BOME,0.25,0.020944607513156393
BOME,0.5,0.007063568689736667
BOME,0.75,0.009722934208167697
BOME,0.95,0.007435380846512261
BOME,0.05,0.01675223387486392
BOME,0.25,0.05721053269889937
BOME,0.5,0.08528404732307075
BOME,0.75,0.10418039479214257
BOME,0.95,0.0786718814566655
BOME,0.05,0.03200142080635258
BOME,0.25,0.06437970039462361
BOME,0.5,0.10032761741234247
BOME,0.75,0.11270287609441731
BOME,0.95,0.060276298855645616
BOME,0.05,0.029440705456904206
BOME,0.25,0.10187946878900939
BOME,0.5,0.06090595756572611
BOME,0.75,0.06143072859343929
BOME,0.95,0.012663706314578785
BOME,0.05,0.019248741334141745
BOME,0.25,0.061657717146380964
BOME,0.5,0.04260193438368651
BOME,0.75,0.026816588104496147
BOME,0.95,0.012640702476609303
BOME,0.05,0.025990038319223616
BOME,0.25,0.0787608298294293
BOME,0.5,0.024041134414805352
BOME,0.75,0.015692172910858834
BOME,0.95,0.01297783222578433
BOME,0.05,0.01854710394473857
BOME,0.25,0.04793200862640904
BOME,0.5,0.01667966383139518
BOME,0.75,0.018891516399105347
BOME,0.95,0.025840719527465316
BOME,0.05,0.013873735402355078
BOME,0.25,0.021871843297022773
BOME,0.5,0.026106937358610565
BOME,0.75,0.05895666353263643
BOME,0.95,0.021644446877681158
BOME,0.05,0.0032580768717163124
BOME,0.25,0.01948013942408339
BOME,0.5,0.026768170720067413
BOME,0.75,0.06051679522657707
BOME,0.95,0.02018686709853282
BOME,0.05,0.007119373296122103
BOME,0.25,0.020250719462445523
BOME,0.5,0.03206536837180396
BOME,0.75,0.03551005570740387
BOME,0.95,0.01080497224407013
FWOG,0.05,0.026795223317920596
FWOG,0.25,0.10288908785300793
FWOG,0.5,0.17159944681880748
FWOG,0.75,0.20932975785156152
FWOG,0.95,0.16737426467810004
FWOG,0.05,0.046734015487719854
FWOG,0.25,0.09683791348959092
FWOG,0.5,0.14480308599157474
FWOG,0.75,0.1700971867772508
FWOG,0.95,0.07296932253036469
FWOG,0.05,0.04577651036769292
FWOG,0.25,0.030260696591489417
FWOG,0.5,0.056106661340827424
FWOG,0.75,0.05464157167399739
FWOG,0.95,0.023973401662035643
FWOG,0.05,0.05046631487883648
FWOG,0.25,0.05177024039983128
FWOG,0.5,0.06019570616660699
FWOG,0.75,0.06432343391517369
FWOG,0.95,0.026601772364068802
FWOG,0.05,0.05251495575391952
FWOG,0.25,0.07628040252024036
FWOG,0.5,0.034878418846786184
FWOG,0.75,0.07025856112020899
FWOG,0.95,0.026113077172417815
FWOG,0.05,0.03124387249671413
FWOG,0.25,0.03198605849572295
FWOG,0.5,0.1108730743881976
FWOG,0.75,0.11155649285022291
FWOG,0.95,0.08826829959403083
FWOG,0.05,0.017580694223260373
FWOG,0.25,0.05269514806485689
FWOG,0.5,0.0606360547693889
FWOG,0.75,0.08466399798873199
FWOG,0.95,0.06228381704487288
FWOG,0.05,0.020390626392983457
FWOG,0.25,0.05466770369031215
FWOG,0.5,0.048890699538577755
FWOG,0.75,0.07414404699140685
FWOG,0.95,0.09568277536014154
FWOG,0.05,0.02936576691046637
FWOG,0.25,0.06742063791493223
FWOG,0.5,0.08758073615263139
FWOG,0.75,0.08728983894413032
FWOG,0.95,0.09457462186164944
FWOG,0.05,0.01938968862899872
FWOG,0.25,0.031201730637573127
FWOG,0.5,0.04167418712544233
FWOG,0.75,0.117742740326353
FWOG,0.95,0.047941046048502
FWOG,0.05,0.01969113042338215
FWOG,0.25,0.06775608987971857
FWOG,0.5,0.0364468718626196
FWOG,0.75,0.0314961519340877
FWOG,0.95,0.06147500790591057
FWOG,0.05,0.024974847975615357
FWOG,0.25,0.07948510812549588
FWOG,0.5,0.052621649129277824
FWOG,0.75,0.04629478355052425
FWOG,0.95,0.10996328194291015
FWOG,0.05,0.021627586765426365
FWOG,0.25,0.0365602187097224
FWOG,0.5,0.062369988148339016
FWOG,0.75,0.08501074697353835
FWOG,0.95,0.09313419330237299
FWOG,0.05,0.010851735300455814
FWOG,0.25,0.02401570998336398
FWOG,0.5,0.0493522891843993
FWOG,0.75,0.07718920997650947
FWOG,0.95,0.06151455978276533
FWOG,0.05,0.01793668534247604
FWOG,0.25,0.035792719761505276
FWOG,0.5,0.028955419846996473
FWOG,0.75,0.03186184148959807
FWOG,0.95,0.06967194432952807
FWOG,0.05,0.022110859145414052
FWOG,0.25,0.017474546023191866
FWOG,0.5,0.01674804888624658
FWOG,0.75,0.059263565376622605
FWOG,0.95,0.06724433536190687
FWOG,0.05,0.02385802237333937
FWOG,0.25,0.05016340446000798
FWOG,0.5,0.07497765970828102
FWOG,0.75,0.07576830821636915
FWOG,0.95,0.0759659893468634
FWOG,0.05,0.03258924372399012
FWOG,0.25,0.09282641671534832
FWOG,0.5,0.1113153228739875
FWOG,0.75,0.09105043977778142
FWOG,0.95,0.08418598785041553
FWOG,0.05,0.029049996868655486
FWOG,0.25,0.08606158019098696
FWOG,0.5,0.05076005769128181
FWOG,0.75,0.029322573097990134
FWOG,0.95,0.07212226524484322
FWOG,0.05,0.02791943213573732
FWOG,0.25,0.057523666228157556
FWOG,0.5,0.03489397017661882
FWOG,0.75,0.04918834994424143
FWOG,0.95,0.0754879419881474
FWOG,0.05,0.03327530904510971
FWOG,0.25,0.07912501849429054
FWOG,0.5,0.032055451231729835
FWOG,0.75,0.03783171280536658
FWOG,0.95,0.057823599928817214
FWOG,0.05,0.0270586737155437
FWOG,0.25,0.05749889488675292
FWOG,0.5,0.013002060294617104
FWOG,0.75,0.05086576943863617
FWOG,0.95,0.06005621910046131
FWOG,0.05,0.01435153480247822
FWOG,0.25,0.03152539464378027
FWOG,0.5,0.027961861876005144
FWOG,0.75,0.03991978861518674
FWOG,0.95,0.02307486428023861
FWOG,0.05,0.016567088475735747
FWOG,0.25,0.03099111626121807
FWOG,0.5,0.02541447325662929
FWOG,0.75,0.030703533004054758
FWOG,0.95,0.020872473043300786
FWOG,0.05,0.01266200555618832
FWOG,0.25,0.021792969093217273
FWOG,0.5,0.01869633855873537
FWOG,0.75,0.01909228634706833
