timestamp,open_usd,high_usd,low_usd,close_usd,volume_usd,holder_count,token_mint,token_name
2024-12-05 12:00:00,0.055293264301222694,0.059529009578988316,0.05277210269849842,0.05277210269849842,0.6149164718178307,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-06 00:00:00,0.05424144993377533,0.058852376471953106,0.05424144993377533,0.056026208179785236,0.682936695598838,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-06 12:00:00,0.055369077990525935,0.05838101633370212,0.05491399843819157,0.05760564235060255,0.681521405128949,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-07 00:00:00,0.05794629710757463,0.05794629710757463,0.0567310240764052,0.0567310240764052,0.6883739051980023,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-07 12:00:00,0.05618184590939061,0.05859475994212014,0.05576122635076095,0.0581647344200518,0.6872908956418624,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-08 00:00:00,0.05821620546275998,0.06163390394653022,0.05791509712133342,0.060801716635997274,0.7180213744914097,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-08 12:00:00,0.06074094109525984,0.06214297378869373,0.0595935395896812,0.06144777468625648,0.7311432421417049,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-09 00:00:00,0.061893894164164756,0.061893894164164756,0.05557345056074235,0.05557345056074235,0.7064375243739959,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-09 12:00:00,0.05499966483183526,0.05721358079107374,0.05371997955270394,0.05371997955270394,0.6652836031634328,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-10 00:00:00,0.05396133943609369,0.054181966932333764,0.05188156858375586,0.05411989457068571,0.6362826355187117,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-10 12:00:00,0.053887160259293625,0.06797798211570828,0.049371703014956,0.0659096926362109,0.6864618797146176,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-11 00:00:00,0.06565751940128581,0.06697400037756607,0.0604148882695309,0.06675641316625182,0.7776902033282108,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-11 12:00:00,0.06811370738749777,0.0751017366918949,0.06811370738749777,0.0682953516628061,0.8503979813292424,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-12 00:00:00,0.06813429712825649,0.07081886880398401,0.06653951708885639,0.07081886880398401,0.8150769306375323,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-12 12:00:00,0.07026685706504825,0.07345664371794164,0.0636959795279044,0.06698422222111204,0.8371285073577304,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-13 00:00:00,0.0689167711850014,0.07862254616530655,0.0689167711850014,0.07369163582976897,0.8880552170040088,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-13 12:00:00,0.07236149214963544,0.072718703317815,0.06759445997084593,0.0685530840511251,0.8361945083206872,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-14 00:00:00,0.07054903004623769,0.07054903004623769,0.06549020838750691,0.0656034747198562,0.8113341780604111,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-14 12:00:00,0.06570266410230421,0.06570266410230421,0.06160335133603263,0.06431686446684784,0.7643781351219153,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-15 00:00:00,0.06495724898142367,0.06495724898142367,0.06023123348865573,0.06212588853148727,0.7518720498585795,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-15 12:00:00,0.06253286546101916,0.06968634852825435,0.06253286546101916,0.0683291456687063,0.806562190702463,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-16 00:00:00,0.07024622573907637,0.07213289158019967,0.06819616978625455,0.06819616978625455,0.8397681274080238,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-16 12:00:00,0.06619404258712773,0.06763534959356295,0.06460966611242976,0.06534304556102848,0.7907897131695334,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-17 00:00:00,0.06451007268889145,0.06471181346921231,0.06122234438380791,0.06354389897842315,0.7564768314310105,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-17 12:00:00,0.0627160603057302,0.0641046504306586,0.06138076372043143,0.06138076372043143,0.7570479422642032,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-18 00:00:00,0.061227133583132906,0.06193741276597517,0.05886406577784669,0.05936699698880222,0.7247949969858617,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-18 12:00:00,0.05851657318961797,0.05851657318961797,0.05253708209421738,0.054071716938076775,0.6726445870435592,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-19 00:00:00,0.05262231438556104,0.05394065020626362,0.051676395186308115,0.05394065020626362,0.6374054085569132,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
2024-12-19 12:00:00,0.05338432846635753,0.05338432846635753,0.04380657996059054,0.04681684884619954,0.5732806099125045,,63LfDmNb3MQ8mw9MtZ2To9bEA2M71kZUUGq5tiJxcqj9,GIGA
